data_dir,C,DB_H,DB_V,SB,N
2025-06-03--16h-46m-06s,0.0,28.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,27.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,21.0,1.0,16.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,23.0,1.0,15.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,3.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,31.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,23.0,2.0,15.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,0.0,15.0,40.0
2025-06-03--16h-46m-06s,1.0,35.0,1.0,3.0,40.0
2025-06-03--16h-46m-06s,3.0,24.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,31.0,1.0,6.0,40.0
2025-06-03--16h-46m-06s,0.0,33.0,0.0,7.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,4.0,27.0,0.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,21.0,5.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,35.0,1.0,3.0,40.0
2025-06-03--16h-46m-06s,0.0,24.0,1.0,15.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,26.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,0.0,15.0,40.0
2025-06-03--16h-46m-06s,3.0,23.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,4.0,25.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,23.0,4.0,12.0,40.0
2025-06-03--16h-46m-06s,5.0,23.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,27.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,32.0,2.0,5.0,40.0
2025-06-03--16h-46m-06s,1.0,19.0,1.0,19.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,22.0,2.0,15.0,40.0
2025-06-03--16h-46m-06s,2.0,26.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,3.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,1.0,15.0,40.0
2025-06-03--16h-46m-06s,1.0,22.0,1.0,16.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,31.0,2.0,7.0,40.0
2025-06-03--16h-46m-06s,1.0,23.0,1.0,15.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,3.0,23.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,3.0,28.0,0.0,9.0,40.0
2025-06-03--16h-46m-06s,6.0,23.0,2.0,9.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,4.0,25.0,2.0,9.0,40.0
2025-06-03--16h-46m-06s,4.0,28.0,1.0,7.0,40.0
2025-06-03--16h-46m-06s,4.0,24.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,31.0,1.0,8.0,40.0
2025-06-03--16h-46m-06s,1.0,30.0,0.0,9.0,40.0
2025-06-03--16h-46m-06s,3.0,29.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,0.0,22.0,0.0,18.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,30.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,0.0,16.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,3.0,7.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,23.0,2.0,15.0,40.0
2025-06-03--16h-46m-06s,0.0,22.0,1.0,17.0,40.0
2025-06-03--16h-46m-06s,3.0,28.0,1.0,8.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,3.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,3.0,8.0,40.0
2025-06-03--16h-46m-06s,1.0,22.0,1.0,16.0,40.0
2025-06-03--16h-46m-06s,2.0,26.0,2.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,6.0,23.0,3.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,27.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,3.0,26.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,3.0,29.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,2.0,20.0,2.0,16.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,3.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,30.0,1.0,8.0,40.0
2025-06-03--16h-46m-06s,5.0,29.0,0.0,6.0,40.0
2025-06-03--16h-46m-06s,4.0,25.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,2.0,23.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,2.0,30.0,3.0,5.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,2.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,32.0,1.0,7.0,40.0
2025-06-03--16h-46m-06s,3.0,31.0,1.0,5.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,2.0,29.0,1.0,8.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,2.0,13.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,3.0,26.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,3.0,8.0,40.0
2025-06-03--16h-46m-06s,5.0,24.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,3.0,25.0,2.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,3.0,9.0,40.0
2025-06-03--16h-46m-06s,4.0,24.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,30.0,0.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,23.0,2.0,14.0,40.0
2025-06-03--16h-46m-06s,0.0,31.0,2.0,7.0,40.0
2025-06-03--16h-46m-06s,6.0,22.0,2.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,2.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,31.0,1.0,7.0,40.0
2025-06-03--16h-46m-06s,1.0,21.0,0.0,18.0,40.0
2025-06-03--16h-46m-06s,1.0,33.0,1.0,5.0,40.0
2025-06-03--16h-46m-06s,4.0,24.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,3.0,18.0,2.0,17.0,40.0
2025-06-03--16h-46m-06s,3.0,25.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,31.0,2.0,5.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,3.0,23.0,5.0,9.0,40.0
2025-06-03--16h-46m-06s,3.0,23.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,26.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,3.0,8.0,40.0
2025-06-03--16h-46m-06s,1.0,31.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,0.0,16.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,0.0,16.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,2.0,33.0,0.0,5.0,40.0
2025-06-03--16h-46m-06s,0.0,27.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,24.0,0.0,16.0,40.0
2025-06-03--16h-46m-06s,1.0,23.0,0.0,16.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,2.0,10.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,20.0,0.0,18.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,3.0,30.0,1.0,6.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,4.0,21.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,23.0,3.0,14.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,2.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,30.0,1.0,8.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,23.0,2.0,14.0,40.0
2025-06-03--16h-46m-06s,4.0,21.0,2.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,21.0,0.0,17.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,2.0,9.0,40.0
2025-06-03--16h-46m-06s,5.0,28.0,1.0,6.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,4.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,29.0,0.0,9.0,40.0
2025-06-03--16h-46m-06s,4.0,21.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,4.0,22.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,22.0,1.0,16.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,3.0,7.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,31.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,32.0,1.0,7.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,2.0,14.0,40.0
2025-06-03--16h-46m-06s,0.0,27.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,21.0,0.0,17.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,2.0,20.0,3.0,15.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,3.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,2.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,0.0,24.0,5.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,2.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,34.0,0.0,5.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,3.0,20.0,3.0,14.0,40.0
2025-06-03--16h-46m-06s,3.0,25.0,2.0,10.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,2.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,30.0,1.0,8.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,2.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,3.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,3.0,24.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,3.0,26.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,19.0,0.0,19.0,40.0
2025-06-03--16h-46m-06s,4.0,24.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,3.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,31.0,0.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,2.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,0.0,15.0,40.0
2025-06-03--16h-46m-06s,0.0,27.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,27.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,27.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,0.0,15.0,40.0
2025-06-03--16h-46m-06s,1.0,30.0,0.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,3.0,9.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,3.0,21.0,0.0,16.0,40.0
2025-06-03--16h-46m-06s,2.0,33.0,2.0,3.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,2.0,14.0,40.0
2025-06-03--16h-46m-06s,3.0,25.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,0.0,15.0,40.0
2025-06-03--16h-46m-06s,4.0,21.0,0.0,15.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,5.0,22.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,26.0,4.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,3.0,11.0,40.0
2025-06-03--16h-46m-06s,3.0,23.0,4.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,26.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,31.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,3.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,2.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,33.0,1.0,5.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,4.0,22.0,3.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,3.0,23.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,22.0,3.0,15.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,3.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,19.0,2.0,17.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,2.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,1.0,15.0,40.0
2025-06-03--16h-46m-06s,2.0,23.0,4.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,32.0,0.0,6.0,40.0
2025-06-03--16h-46m-06s,3.0,26.0,2.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,4.0,28.0,1.0,7.0,40.0
2025-06-03--16h-46m-06s,1.0,31.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,27.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,2.0,13.0,40.0
2025-06-03--16h-46m-06s,0.0,22.0,0.0,18.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,3.0,22.0,0.0,15.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,2.0,8.0,40.0
2025-06-03--16h-46m-06s,1.0,30.0,3.0,6.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,29.0,1.0,8.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,26.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,3.0,25.0,2.0,10.0,40.0
2025-06-03--16h-46m-06s,3.0,28.0,2.0,7.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,0.0,14.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,6.0,20.0,3.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,30.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,3.0,25.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,31.0,0.0,7.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,0.0,32.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,3.0,17.0,3.0,17.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,24.0,0.0,16.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,3.0,7.0,40.0
2025-06-03--16h-46m-06s,1.0,27.0,0.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,24.0,2.0,14.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,0.0,13.0,40.0
2025-06-03--16h-46m-06s,3.0,26.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,24.0,2.0,13.0,40.0
2025-06-03--16h-46m-06s,2.0,29.0,1.0,8.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,4.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,0.0,28.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,3.0,19.0,2.0,16.0,40.0
2025-06-03--16h-46m-06s,0.0,23.0,3.0,14.0,40.0
2025-06-03--16h-46m-06s,3.0,25.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,0.0,29.0,3.0,8.0,40.0
2025-06-03--16h-46m-06s,6.0,19.0,3.0,12.0,40.0
2025-06-03--16h-46m-06s,2.0,27.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,3.0,26.0,4.0,7.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,0.0,15.0,40.0
2025-06-03--16h-46m-06s,1.0,28.0,0.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,31.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,3.0,25.0,1.0,11.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,2.0,11.0,40.0
2025-06-03--16h-46m-06s,3.0,26.0,1.0,10.0,40.0
2025-06-03--16h-46m-06s,3.0,27.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,1.0,13.0,40.0
2025-06-03--16h-46m-06s,0.0,32.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,25.0,1.0,14.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,24.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,32.0,0.0,8.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,22.0,3.0,13.0,40.0
2025-06-03--16h-46m-06s,1.0,30.0,1.0,8.0,40.0
2025-06-03--16h-46m-06s,1.0,25.0,2.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,26.0,3.0,11.0,40.0
2025-06-03--16h-46m-06s,2.0,28.0,1.0,9.0,40.0
2025-06-03--16h-46m-06s,2.0,25.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,1.0,29.0,0.0,10.0,40.0
2025-06-03--16h-46m-06s,1.0,26.0,1.0,12.0,40.0
2025-06-03--16h-46m-06s,0.0,30.0,3.0,7.0,40.0
