data_dir,C,SB,DB_V,DB_H,N
2025-06-18--18h-07m-38s,88.0,0.0,0.0,72.0,160.0
2025-06-18--18h-07m-38s,88.0,2.0,0.0,70.0,160.0
2025-06-18--18h-07m-38s,86.0,2.0,0.0,72.0,160.0
2025-06-18--18h-07m-38s,77.0,0.0,0.0,83.0,160.0
2025-06-18--18h-07m-38s,70.0,0.0,0.0,90.0,160.0
2025-06-18--18h-07m-38s,79.0,3.0,0.0,78.0,160.0
2025-06-18--18h-07m-38s,76.0,0.0,0.0,84.0,160.0
2025-06-18--18h-07m-38s,87.0,0.0,0.0,73.0,160.0
2025-06-18--18h-07m-38s,74.0,0.0,0.0,86.0,160.0
2025-06-18--18h-07m-38s,73.0,2.0,0.0,85.0,160.0
2025-06-18--18h-07m-38s,79.0,2.0,0.0,79.0,160.0
2025-06-18--18h-07m-38s,85.0,1.0,0.0,74.0,160.0
2025-06-18--18h-07m-38s,79.0,0.0,0.0,81.0,160.0
2025-06-18--18h-07m-38s,92.0,0.0,0.0,68.0,160.0
2025-06-18--18h-07m-38s,78.0,2.0,0.0,80.0,160.0
2025-06-18--18h-07m-38s,81.0,1.0,0.0,78.0,160.0
2025-06-18--18h-07m-38s,88.0,0.0,0.0,72.0,160.0
2025-06-18--18h-07m-38s,71.0,2.0,0.0,87.0,160.0
2025-06-18--18h-07m-38s,72.0,1.0,0.0,87.0,160.0
2025-06-18--18h-07m-38s,80.0,0.0,0.0,80.0,160.0
2025-06-18--18h-07m-38s,83.0,2.0,0.0,75.0,160.0
2025-06-18--18h-07m-38s,76.0,0.0,0.0,84.0,160.0
2025-06-18--18h-07m-38s,81.0,0.0,0.0,79.0,160.0
2025-06-18--18h-07m-38s,83.0,1.0,0.0,76.0,160.0
2025-06-18--18h-07m-38s,82.0,0.0,0.0,78.0,160.0
2025-06-18--18h-07m-38s,90.0,1.0,0.0,69.0,160.0
2025-06-18--18h-07m-38s,86.0,0.0,0.0,74.0,160.0
2025-06-18--18h-07m-38s,84.0,0.0,0.0,76.0,160.0
2025-06-18--18h-07m-38s,78.0,1.0,0.0,81.0,160.0
2025-06-18--18h-07m-38s,76.0,0.0,0.0,84.0,160.0
2025-06-18--18h-07m-38s,86.0,1.0,0.0,73.0,160.0
2025-06-18--18h-07m-38s,77.0,0.0,0.0,83.0,160.0
2025-06-18--18h-07m-38s,88.0,0.0,0.0,72.0,160.0
