data_dir,C',HH,SB,VV,N
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,9.0,30.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,6.0,33.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,9.0,31.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,33.0,2.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,32.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,31.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,8.0,32.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,36.0,2.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,8.0,32.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,37.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,38.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,36.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,36.0,2.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,9.0,31.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,33.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,37.0,0.0,2.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,8.0,32.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,32.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,9.0,31.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,34.0,2.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,38.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,36.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,1.0,38.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,0.0,40.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,0.0,40.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,0.0,40.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,36.0,0.0,2.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,34.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,34.0,2.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,38.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,33.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,32.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,38.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,32.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,8.0,32.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,9.0,31.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,8.0,32.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,38.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,0.0,40.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,34.0,0.0,2.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,36.0,2.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,8.0,31.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,33.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,0.0,40.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,11.0,28.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,38.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,35.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,33.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,38.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,3.0,35.0,2.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,35.0,2.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,36.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,0.0,1.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,1.0,39.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,37.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,5.0,35.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,7.0,33.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,4.0,36.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,36.0,1.0,1.0,40.0
2025-06-03--18h-13m-47s,5.0,34.0,1.0,0.0,40.0
2025-06-03--18h-13m-47s,2.0,38.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,3.0,37.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,6.0,34.0,0.0,0.0,40.0
2025-06-03--18h-13m-47s,0.0,40.0,0.0,0.0,40.0
