data_dir,C,SB,DB_V,DB_H,N
2025-06-03--12h-03m-43s,71.0,1.0,40.0,48.0,160.0
2025-06-03--12h-03m-43s,82.0,3.0,34.0,41.0,160.0
2025-06-03--12h-03m-43s,75.0,1.0,42.0,42.0,160.0
2025-06-03--12h-03m-43s,73.0,1.0,37.0,49.0,160.0
2025-06-03--12h-03m-43s,87.0,0.0,41.0,32.0,160.0
2025-06-03--12h-03m-43s,89.0,0.0,30.0,41.0,160.0
2025-06-03--12h-03m-43s,78.0,3.0,35.0,44.0,160.0
2025-06-03--12h-03m-43s,86.0,1.0,30.0,43.0,160.0
2025-06-03--12h-03m-43s,80.0,4.0,36.0,40.0,160.0
2025-06-03--12h-03m-43s,81.0,4.0,38.0,37.0,160.0
2025-06-03--12h-03m-43s,80.0,1.0,42.0,37.0,160.0
2025-06-03--12h-03m-43s,66.0,5.0,46.0,43.0,160.0
2025-06-03--12h-03m-43s,76.0,3.0,45.0,36.0,160.0
2025-06-03--12h-03m-43s,84.0,4.0,35.0,37.0,160.0
2025-06-03--12h-03m-43s,80.0,1.0,39.0,40.0,160.0
2025-06-03--12h-03m-43s,78.0,3.0,29.0,50.0,160.0
2025-06-03--12h-03m-43s,64.0,1.0,40.0,55.0,160.0
2025-06-03--12h-03m-43s,73.0,3.0,36.0,48.0,160.0
2025-06-03--12h-03m-43s,83.0,4.0,26.0,47.0,160.0
2025-06-03--12h-03m-43s,54.0,4.0,48.0,54.0,160.0
2025-06-03--12h-03m-43s,85.0,2.0,32.0,41.0,160.0
2025-06-03--12h-03m-43s,69.0,5.0,42.0,44.0,160.0
2025-06-03--12h-03m-43s,92.0,2.0,30.0,36.0,160.0
2025-06-03--12h-03m-43s,85.0,4.0,35.0,36.0,160.0
2025-06-03--12h-03m-43s,66.0,1.0,46.0,47.0,160.0
2025-06-03--12h-03m-43s,72.0,2.0,39.0,47.0,160.0
2025-06-03--12h-03m-43s,76.0,3.0,38.0,43.0,160.0
2025-06-03--12h-03m-43s,66.0,3.0,47.0,44.0,160.0
2025-06-03--12h-03m-43s,81.0,2.0,39.0,38.0,160.0
2025-06-03--12h-03m-43s,81.0,1.0,42.0,36.0,160.0
2025-06-03--12h-03m-43s,77.0,2.0,37.0,44.0,160.0
2025-06-03--12h-03m-43s,63.0,1.0,53.0,43.0,160.0
2025-06-03--12h-03m-43s,76.0,1.0,42.0,41.0,160.0
2025-06-03--12h-03m-43s,74.0,3.0,42.0,41.0,160.0
2025-06-03--12h-03m-43s,72.0,2.0,42.0,44.0,160.0
2025-06-03--12h-03m-43s,74.0,1.0,42.0,43.0,160.0
2025-06-03--12h-03m-43s,73.0,4.0,38.0,45.0,160.0
2025-06-03--12h-03m-43s,70.0,0.0,49.0,41.0,160.0
2025-06-03--12h-03m-43s,86.0,2.0,31.0,41.0,160.0
2025-06-03--12h-03m-43s,91.0,2.0,28.0,39.0,160.0
2025-06-03--12h-03m-43s,82.0,2.0,35.0,41.0,160.0
2025-06-03--12h-03m-43s,83.0,3.0,27.0,47.0,160.0
2025-06-03--12h-03m-43s,78.0,3.0,35.0,44.0,160.0
2025-06-03--12h-03m-43s,77.0,3.0,45.0,35.0,160.0
2025-06-03--12h-03m-43s,82.0,4.0,37.0,37.0,160.0
2025-06-03--12h-03m-43s,72.0,2.0,37.0,49.0,160.0
2025-06-03--12h-03m-43s,80.0,4.0,35.0,41.0,160.0
2025-06-03--12h-03m-43s,70.0,5.0,41.0,44.0,160.0
2025-06-03--12h-03m-43s,73.0,1.0,45.0,41.0,160.0
2025-06-03--12h-03m-43s,85.0,2.0,38.0,35.0,160.0
2025-06-03--12h-03m-43s,80.0,3.0,33.0,44.0,160.0
2025-06-03--12h-03m-43s,77.0,4.0,44.0,35.0,160.0
2025-06-03--12h-03m-43s,83.0,3.0,37.0,37.0,160.0
2025-06-03--12h-03m-43s,65.0,0.0,38.0,57.0,160.0
2025-06-03--12h-03m-43s,73.0,0.0,45.0,42.0,160.0
2025-06-03--12h-03m-43s,70.0,7.0,41.0,42.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,37.0,45.0,160.0
2025-06-03--12h-03m-43s,70.0,1.0,48.0,41.0,160.0
2025-06-03--12h-03m-43s,79.0,1.0,36.0,44.0,160.0
2025-06-03--12h-03m-43s,68.0,5.0,41.0,46.0,160.0
2025-06-03--12h-03m-43s,81.0,4.0,38.0,37.0,160.0
2025-06-03--12h-03m-43s,62.0,4.0,45.0,49.0,160.0
2025-06-03--12h-03m-43s,76.0,4.0,36.0,44.0,160.0
2025-06-03--12h-03m-43s,90.0,1.0,35.0,34.0,160.0
2025-06-03--12h-03m-43s,73.0,2.0,40.0,45.0,160.0
2025-06-03--12h-03m-43s,75.0,3.0,45.0,37.0,160.0
2025-06-03--12h-03m-43s,80.0,1.0,36.0,43.0,160.0
2025-06-03--12h-03m-43s,88.0,3.0,31.0,38.0,160.0
2025-06-03--12h-03m-43s,80.0,5.0,29.0,46.0,160.0
2025-06-03--12h-03m-43s,69.0,2.0,47.0,42.0,160.0
2025-06-03--12h-03m-43s,78.0,2.0,41.0,39.0,160.0
2025-06-03--12h-03m-43s,68.0,2.0,41.0,49.0,160.0
2025-06-03--12h-03m-43s,72.0,4.0,34.0,50.0,160.0
2025-06-03--12h-03m-43s,82.0,4.0,35.0,39.0,160.0
2025-06-03--12h-03m-43s,73.0,0.0,47.0,40.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,35.0,47.0,160.0
2025-06-03--12h-03m-43s,85.0,6.0,32.0,37.0,160.0
2025-06-03--12h-03m-43s,76.0,3.0,43.0,38.0,160.0
2025-06-03--12h-03m-43s,77.0,5.0,38.0,40.0,160.0
2025-06-03--12h-03m-43s,66.0,1.0,40.0,53.0,160.0
2025-06-03--12h-03m-43s,78.0,5.0,36.0,41.0,160.0
2025-06-03--12h-03m-43s,69.0,2.0,43.0,46.0,160.0
2025-06-03--12h-03m-43s,74.0,3.0,45.0,38.0,160.0
2025-06-03--12h-03m-43s,78.0,0.0,37.0,45.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,40.0,42.0,160.0
2025-06-03--12h-03m-43s,63.0,2.0,42.0,53.0,160.0
2025-06-03--12h-03m-43s,81.0,1.0,39.0,39.0,160.0
2025-06-03--12h-03m-43s,82.0,1.0,33.0,44.0,160.0
2025-06-03--12h-03m-43s,78.0,3.0,33.0,46.0,160.0
2025-06-03--12h-03m-43s,72.0,0.0,38.0,50.0,160.0
2025-06-03--12h-03m-43s,83.0,5.0,35.0,37.0,160.0
2025-06-03--12h-03m-43s,82.0,1.0,31.0,46.0,160.0
2025-06-03--12h-03m-43s,70.0,2.0,48.0,40.0,160.0
2025-06-03--12h-03m-43s,78.0,2.0,41.0,39.0,160.0
2025-06-03--12h-03m-43s,89.0,1.0,25.0,45.0,160.0
2025-06-03--12h-03m-43s,79.0,0.0,34.0,47.0,160.0
2025-06-03--12h-03m-43s,88.0,7.0,31.0,34.0,160.0
2025-06-03--12h-03m-43s,87.0,0.0,37.0,36.0,160.0
2025-06-03--12h-03m-43s,76.0,2.0,40.0,42.0,160.0
2025-06-03--12h-03m-43s,68.0,2.0,49.0,41.0,160.0
2025-06-03--12h-03m-43s,85.0,2.0,28.0,45.0,160.0
2025-06-03--12h-03m-43s,70.0,1.0,41.0,48.0,160.0
2025-06-03--12h-03m-43s,86.0,5.0,34.0,35.0,160.0
2025-06-03--12h-03m-43s,89.0,2.0,35.0,34.0,160.0
2025-06-03--12h-03m-43s,68.0,4.0,44.0,44.0,160.0
2025-06-03--12h-03m-43s,77.0,3.0,37.0,43.0,160.0
2025-06-03--12h-03m-43s,69.0,1.0,52.0,38.0,160.0
2025-06-03--12h-03m-43s,78.0,4.0,41.0,37.0,160.0
2025-06-03--12h-03m-43s,76.0,5.0,38.0,41.0,160.0
2025-06-03--12h-03m-43s,79.0,4.0,31.0,46.0,160.0
2025-06-03--12h-03m-43s,76.0,3.0,37.0,44.0,160.0
2025-06-03--12h-03m-43s,75.0,4.0,39.0,42.0,160.0
2025-06-03--12h-03m-43s,74.0,0.0,35.0,51.0,160.0
2025-06-03--12h-03m-43s,74.0,2.0,44.0,40.0,160.0
2025-06-03--12h-03m-43s,74.0,2.0,39.0,45.0,160.0
2025-06-03--12h-03m-43s,90.0,3.0,31.0,36.0,160.0
2025-06-03--12h-03m-43s,75.0,1.0,35.0,49.0,160.0
2025-06-03--12h-03m-43s,80.0,6.0,33.0,41.0,160.0
2025-06-03--12h-03m-43s,79.0,2.0,43.0,36.0,160.0
2025-06-03--12h-03m-43s,76.0,4.0,30.0,50.0,160.0
2025-06-03--12h-03m-43s,75.0,1.0,31.0,53.0,160.0
2025-06-03--12h-03m-43s,88.0,4.0,33.0,35.0,160.0
2025-06-03--12h-03m-43s,91.0,3.0,32.0,34.0,160.0
2025-06-03--12h-03m-43s,73.0,2.0,48.0,37.0,160.0
2025-06-03--12h-03m-43s,80.0,1.0,30.0,49.0,160.0
2025-06-03--12h-03m-43s,83.0,4.0,31.0,42.0,160.0
2025-06-03--12h-03m-43s,71.0,2.0,43.0,44.0,160.0
2025-06-03--12h-03m-43s,77.0,2.0,38.0,43.0,160.0
2025-06-03--12h-03m-43s,60.0,1.0,39.0,60.0,160.0
2025-06-03--12h-03m-43s,60.0,1.0,38.0,61.0,160.0
2025-06-03--12h-03m-43s,67.0,6.0,40.0,47.0,160.0
2025-06-03--12h-03m-43s,86.0,2.0,40.0,32.0,160.0
2025-06-03--12h-03m-43s,69.0,3.0,42.0,46.0,160.0
2025-06-03--12h-03m-43s,73.0,4.0,42.0,41.0,160.0
2025-06-03--12h-03m-43s,81.0,5.0,33.0,41.0,160.0
2025-06-03--12h-03m-43s,75.0,1.0,38.0,46.0,160.0
2025-06-03--12h-03m-43s,79.0,2.0,37.0,42.0,160.0
2025-06-03--12h-03m-43s,76.0,1.0,38.0,45.0,160.0
2025-06-03--12h-03m-43s,67.0,2.0,48.0,43.0,160.0
2025-06-03--12h-03m-43s,80.0,0.0,42.0,38.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,32.0,51.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,44.0,38.0,160.0
2025-06-03--12h-03m-43s,85.0,4.0,27.0,44.0,160.0
2025-06-03--12h-03m-43s,84.0,1.0,36.0,39.0,160.0
2025-06-03--12h-03m-43s,76.0,2.0,38.0,44.0,160.0
2025-06-03--12h-03m-43s,74.0,5.0,40.0,41.0,160.0
2025-06-03--12h-03m-43s,84.0,5.0,28.0,43.0,160.0
2025-06-03--12h-03m-43s,71.0,0.0,36.0,53.0,160.0
2025-06-03--12h-03m-43s,77.0,6.0,43.0,34.0,160.0
2025-06-03--12h-03m-43s,67.0,11.0,45.0,37.0,160.0
2025-06-03--12h-03m-43s,84.0,4.0,41.0,31.0,160.0
2025-06-03--12h-03m-43s,82.0,2.0,41.0,35.0,160.0
2025-06-03--12h-03m-43s,80.0,2.0,36.0,42.0,160.0
2025-06-03--12h-03m-43s,78.0,5.0,32.0,45.0,160.0
2025-06-03--12h-03m-43s,79.0,2.0,38.0,41.0,160.0
2025-06-03--12h-03m-43s,76.0,7.0,42.0,35.0,160.0
2025-06-03--12h-03m-43s,71.0,4.0,41.0,44.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,39.0,43.0,160.0
2025-06-03--12h-03m-43s,78.0,4.0,45.0,33.0,160.0
2025-06-03--12h-03m-43s,74.0,2.0,31.0,53.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,43.0,39.0,160.0
2025-06-03--12h-03m-43s,71.0,2.0,39.0,48.0,160.0
2025-06-03--12h-03m-43s,68.0,2.0,45.0,45.0,160.0
2025-06-03--12h-03m-43s,69.0,6.0,37.0,48.0,160.0
2025-06-03--12h-03m-43s,82.0,5.0,39.0,34.0,160.0
2025-06-03--12h-03m-43s,72.0,2.0,42.0,44.0,160.0
2025-06-03--12h-03m-43s,75.0,1.0,34.0,50.0,160.0
2025-06-03--12h-03m-43s,68.0,2.0,38.0,52.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,46.0,37.0,160.0
2025-06-03--12h-03m-43s,75.0,6.0,36.0,43.0,160.0
2025-06-03--12h-03m-43s,87.0,4.0,40.0,29.0,160.0
2025-06-03--12h-03m-43s,67.0,2.0,47.0,44.0,160.0
2025-06-03--12h-03m-43s,87.0,2.0,34.0,37.0,160.0
2025-06-03--12h-03m-43s,78.0,4.0,38.0,40.0,160.0
2025-06-03--12h-03m-43s,74.0,3.0,38.0,45.0,160.0
2025-06-03--12h-03m-43s,77.0,2.0,38.0,43.0,160.0
2025-06-03--12h-03m-43s,79.0,2.0,36.0,43.0,160.0
2025-06-03--12h-03m-43s,87.0,0.0,34.0,39.0,160.0
2025-06-03--12h-03m-43s,72.0,1.0,42.0,45.0,160.0
2025-06-03--12h-03m-43s,80.0,7.0,34.0,39.0,160.0
2025-06-03--12h-03m-43s,84.0,7.0,29.0,40.0,160.0
2025-06-03--12h-03m-43s,79.0,5.0,39.0,37.0,160.0
2025-06-03--12h-03m-43s,70.0,1.0,40.0,49.0,160.0
2025-06-03--12h-03m-43s,85.0,1.0,36.0,38.0,160.0
2025-06-03--12h-03m-43s,68.0,2.0,35.0,55.0,160.0
2025-06-03--12h-03m-43s,83.0,4.0,28.0,45.0,160.0
2025-06-03--12h-03m-43s,69.0,4.0,41.0,46.0,160.0
2025-06-03--12h-03m-43s,70.0,4.0,47.0,39.0,160.0
2025-06-03--12h-03m-43s,85.0,2.0,33.0,40.0,160.0
2025-06-03--12h-03m-43s,67.0,5.0,41.0,47.0,160.0
2025-06-03--12h-03m-43s,79.0,1.0,38.0,42.0,160.0
2025-06-03--12h-03m-43s,80.0,2.0,37.0,41.0,160.0
2025-06-03--12h-03m-43s,69.0,5.0,34.0,52.0,160.0
2025-06-03--12h-03m-43s,90.0,4.0,33.0,33.0,160.0
2025-06-03--12h-03m-43s,77.0,2.0,47.0,34.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,39.0,44.0,160.0
2025-06-03--12h-03m-43s,68.0,2.0,47.0,43.0,160.0
2025-06-03--12h-03m-43s,85.0,0.0,35.0,40.0,160.0
2025-06-03--12h-03m-43s,81.0,3.0,35.0,41.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,40.0,43.0,160.0
2025-06-03--12h-03m-43s,78.0,4.0,30.0,48.0,160.0
2025-06-03--12h-03m-43s,87.0,1.0,35.0,37.0,160.0
2025-06-03--12h-03m-43s,76.0,4.0,34.0,46.0,160.0
2025-06-03--12h-03m-43s,79.0,3.0,39.0,39.0,160.0
2025-06-03--12h-03m-43s,79.0,1.0,36.0,44.0,160.0
2025-06-03--12h-03m-43s,80.0,1.0,40.0,39.0,160.0
2025-06-03--12h-03m-43s,79.0,1.0,32.0,48.0,160.0
2025-06-03--12h-03m-43s,63.0,5.0,45.0,47.0,160.0
2025-06-03--12h-03m-43s,70.0,3.0,44.0,43.0,160.0
2025-06-03--12h-03m-43s,76.0,1.0,42.0,41.0,160.0
2025-06-03--12h-03m-43s,98.0,4.0,29.0,29.0,160.0
2025-06-03--12h-03m-43s,72.0,5.0,44.0,39.0,160.0
2025-06-03--12h-03m-43s,88.0,3.0,28.0,41.0,160.0
2025-06-03--12h-03m-43s,78.0,2.0,41.0,39.0,160.0
2025-06-03--12h-03m-43s,72.0,1.0,40.0,47.0,160.0
2025-06-03--12h-03m-43s,69.0,1.0,50.0,40.0,160.0
2025-06-03--12h-03m-43s,72.0,3.0,40.0,45.0,160.0
2025-06-03--12h-03m-43s,84.0,2.0,35.0,39.0,160.0
2025-06-03--12h-03m-43s,85.0,2.0,38.0,35.0,160.0
2025-06-03--12h-03m-43s,83.0,3.0,31.0,43.0,160.0
2025-06-03--12h-03m-43s,76.0,3.0,41.0,40.0,160.0
2025-06-03--12h-03m-43s,81.0,0.0,40.0,39.0,160.0
2025-06-03--12h-03m-43s,82.0,1.0,37.0,40.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,46.0,37.0,160.0
2025-06-03--12h-03m-43s,74.0,7.0,42.0,37.0,160.0
2025-06-03--12h-03m-43s,72.0,3.0,41.0,44.0,160.0
2025-06-03--12h-03m-43s,82.0,1.0,31.0,46.0,160.0
2025-06-03--12h-03m-43s,76.0,1.0,36.0,47.0,160.0
2025-06-03--12h-03m-43s,78.0,4.0,40.0,38.0,160.0
2025-06-03--12h-03m-43s,67.0,6.0,37.0,50.0,160.0
2025-06-03--12h-03m-43s,84.0,3.0,33.0,40.0,160.0
2025-06-03--12h-03m-43s,73.0,4.0,36.0,47.0,160.0
2025-06-03--12h-03m-43s,87.0,2.0,29.0,42.0,160.0
2025-06-03--12h-03m-43s,77.0,2.0,34.0,47.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,45.0,37.0,160.0
2025-06-03--12h-03m-43s,67.0,2.0,37.0,54.0,160.0
2025-06-03--12h-03m-43s,70.0,2.0,36.0,52.0,160.0
2025-06-03--12h-03m-43s,90.0,3.0,32.0,35.0,160.0
2025-06-03--12h-03m-43s,76.0,2.0,39.0,43.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,38.0,45.0,160.0
2025-06-03--12h-03m-43s,69.0,3.0,43.0,45.0,160.0
2025-06-03--12h-03m-43s,79.0,2.0,44.0,35.0,160.0
2025-06-03--12h-03m-43s,79.0,5.0,37.0,39.0,160.0
2025-06-03--12h-03m-43s,81.0,4.0,41.0,34.0,160.0
2025-06-03--12h-03m-43s,71.0,2.0,41.0,46.0,160.0
2025-06-03--12h-03m-43s,86.0,3.0,35.0,36.0,160.0
2025-06-03--12h-03m-43s,86.0,0.0,36.0,38.0,160.0
2025-06-03--12h-03m-43s,75.0,3.0,35.0,47.0,160.0
2025-06-03--12h-03m-43s,85.0,0.0,40.0,35.0,160.0
2025-06-03--12h-03m-43s,74.0,6.0,38.0,42.0,160.0
2025-06-03--12h-03m-43s,87.0,3.0,31.0,39.0,160.0
2025-06-03--12h-03m-43s,74.0,4.0,43.0,39.0,160.0
2025-06-03--12h-03m-43s,67.0,1.0,45.0,47.0,160.0
2025-06-03--12h-03m-43s,91.0,1.0,35.0,33.0,160.0
2025-06-03--12h-03m-43s,79.0,0.0,38.0,43.0,160.0
2025-06-03--12h-03m-43s,79.0,1.0,42.0,38.0,160.0
2025-06-03--12h-03m-43s,80.0,2.0,33.0,45.0,160.0
2025-06-03--12h-03m-43s,78.0,1.0,43.0,38.0,160.0
2025-06-03--12h-03m-43s,83.0,2.0,32.0,43.0,160.0
2025-06-03--12h-03m-43s,74.0,6.0,47.0,33.0,160.0
2025-06-03--12h-03m-43s,81.0,1.0,43.0,35.0,160.0
2025-06-03--12h-03m-43s,76.0,3.0,31.0,50.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,37.0,45.0,160.0
2025-06-03--12h-03m-43s,82.0,0.0,39.0,39.0,160.0
2025-06-03--12h-03m-43s,81.0,5.0,35.0,39.0,160.0
2025-06-03--12h-03m-43s,66.0,1.0,47.0,46.0,160.0
2025-06-03--12h-03m-43s,67.0,0.0,48.0,45.0,160.0
2025-06-03--12h-03m-43s,70.0,2.0,46.0,42.0,160.0
2025-06-03--12h-03m-43s,70.0,1.0,41.0,48.0,160.0
2025-06-03--12h-03m-43s,77.0,0.0,30.0,53.0,160.0
2025-06-03--12h-03m-43s,58.0,2.0,46.0,54.0,160.0
2025-06-03--12h-03m-43s,76.0,3.0,41.0,40.0,160.0
2025-06-03--12h-03m-43s,61.0,4.0,45.0,50.0,160.0
2025-06-03--12h-03m-43s,78.0,0.0,42.0,40.0,160.0
2025-06-03--12h-03m-43s,74.0,3.0,45.0,38.0,160.0
2025-06-03--12h-03m-43s,78.0,3.0,43.0,36.0,160.0
2025-06-03--12h-03m-43s,73.0,2.0,34.0,51.0,160.0
2025-06-03--12h-03m-43s,77.0,4.0,32.0,47.0,160.0
2025-06-03--12h-03m-43s,71.0,1.0,42.0,46.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,47.0,35.0,160.0
2025-06-03--12h-03m-43s,66.0,5.0,40.0,49.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,28.0,54.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,31.0,52.0,160.0
2025-06-03--12h-03m-43s,77.0,2.0,31.0,50.0,160.0
2025-06-03--12h-03m-43s,71.0,3.0,43.0,43.0,160.0
2025-06-03--12h-03m-43s,79.0,1.0,36.0,44.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,40.0,43.0,160.0
2025-06-03--12h-03m-43s,64.0,3.0,42.0,51.0,160.0
2025-06-03--12h-03m-43s,68.0,3.0,40.0,49.0,160.0
2025-06-03--12h-03m-43s,67.0,1.0,46.0,46.0,160.0
2025-06-03--12h-03m-43s,70.0,3.0,43.0,44.0,160.0
2025-06-03--12h-03m-43s,72.0,1.0,40.0,47.0,160.0
2025-06-03--12h-03m-43s,83.0,2.0,28.0,47.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,36.0,46.0,160.0
2025-06-03--12h-03m-43s,68.0,4.0,34.0,54.0,160.0
2025-06-03--12h-03m-43s,79.0,2.0,32.0,47.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,36.0,47.0,160.0
2025-06-03--12h-03m-43s,83.0,4.0,40.0,33.0,160.0
2025-06-03--12h-03m-43s,85.0,3.0,34.0,38.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,39.0,44.0,160.0
2025-06-03--12h-03m-43s,75.0,4.0,34.0,47.0,160.0
2025-06-03--12h-03m-43s,82.0,2.0,36.0,40.0,160.0
2025-06-03--12h-03m-43s,83.0,3.0,42.0,32.0,160.0
2025-06-03--12h-03m-43s,77.0,2.0,37.0,44.0,160.0
2025-06-03--12h-03m-43s,71.0,1.0,48.0,40.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,38.0,45.0,160.0
2025-06-03--12h-03m-43s,70.0,2.0,37.0,51.0,160.0
2025-06-03--12h-03m-43s,79.0,5.0,38.0,38.0,160.0
2025-06-03--12h-03m-43s,82.0,3.0,45.0,30.0,160.0
2025-06-03--12h-03m-43s,86.0,0.0,34.0,40.0,160.0
2025-06-03--12h-03m-43s,71.0,3.0,38.0,48.0,160.0
2025-06-03--12h-03m-43s,77.0,3.0,36.0,44.0,160.0
2025-06-03--12h-03m-43s,80.0,0.0,47.0,33.0,160.0
2025-06-03--12h-03m-43s,72.0,4.0,37.0,47.0,160.0
2025-06-03--12h-03m-43s,72.0,1.0,40.0,47.0,160.0
2025-06-03--12h-03m-43s,80.0,2.0,44.0,34.0,160.0
2025-06-03--12h-03m-43s,81.0,2.0,38.0,39.0,160.0
2025-06-03--12h-03m-43s,70.0,4.0,49.0,37.0,160.0
2025-06-03--12h-03m-43s,70.0,0.0,43.0,47.0,160.0
2025-06-03--12h-03m-43s,80.0,3.0,38.0,39.0,160.0
2025-06-03--12h-03m-43s,87.0,2.0,39.0,32.0,160.0
2025-06-03--12h-03m-43s,76.0,3.0,44.0,37.0,160.0
2025-06-03--12h-03m-43s,81.0,1.0,40.0,38.0,160.0
2025-06-03--12h-03m-43s,82.0,1.0,29.0,48.0,160.0
2025-06-03--12h-03m-43s,72.0,2.0,39.0,47.0,160.0
2025-06-03--12h-03m-43s,84.0,1.0,35.0,40.0,160.0
2025-06-03--12h-03m-43s,72.0,3.0,40.0,45.0,160.0
2025-06-03--12h-03m-43s,80.0,2.0,33.0,45.0,160.0
2025-06-03--12h-03m-43s,75.0,8.0,37.0,40.0,160.0
2025-06-03--12h-03m-43s,76.0,1.0,39.0,44.0,160.0
2025-06-03--12h-03m-43s,71.0,5.0,42.0,42.0,160.0
2025-06-03--12h-03m-43s,88.0,0.0,31.0,41.0,160.0
2025-06-03--12h-03m-43s,71.0,3.0,38.0,48.0,160.0
2025-06-03--12h-03m-43s,71.0,0.0,41.0,48.0,160.0
2025-06-03--12h-03m-43s,75.0,2.0,38.0,45.0,160.0
2025-06-03--12h-03m-43s,79.0,1.0,37.0,43.0,160.0
2025-06-03--12h-03m-43s,73.0,3.0,37.0,47.0,160.0
2025-06-03--12h-03m-43s,70.0,3.0,44.0,43.0,160.0
2025-06-03--12h-03m-43s,80.0,1.0,39.0,40.0,160.0
2025-06-03--12h-03m-43s,75.0,3.0,43.0,39.0,160.0
2025-06-03--12h-03m-43s,83.0,2.0,35.0,40.0,160.0
2025-06-03--12h-03m-43s,79.0,1.0,39.0,41.0,160.0
2025-06-03--12h-03m-43s,71.0,0.0,46.0,43.0,160.0
2025-06-03--12h-03m-43s,92.0,3.0,27.0,38.0,160.0
2025-06-03--12h-03m-43s,78.0,2.0,31.0,49.0,160.0
2025-06-03--12h-03m-43s,77.0,4.0,40.0,39.0,160.0
2025-06-03--12h-03m-43s,79.0,3.0,37.0,41.0,160.0
2025-06-03--12h-03m-43s,78.0,3.0,32.0,47.0,160.0
2025-06-03--12h-03m-43s,73.0,3.0,36.0,48.0,160.0
2025-06-03--12h-03m-43s,78.0,3.0,36.0,43.0,160.0
2025-06-03--12h-03m-43s,79.0,3.0,36.0,42.0,160.0
2025-06-03--12h-03m-43s,87.0,1.0,34.0,38.0,160.0
2025-06-03--12h-03m-43s,76.0,1.0,40.0,43.0,160.0
2025-06-03--12h-03m-43s,74.0,4.0,49.0,33.0,160.0
2025-06-03--12h-03m-43s,90.0,1.0,30.0,39.0,160.0
2025-06-03--12h-03m-43s,79.0,1.0,38.0,42.0,160.0
2025-06-03--12h-03m-43s,81.0,5.0,32.0,42.0,160.0
2025-06-03--12h-03m-43s,70.0,4.0,40.0,46.0,160.0
2025-06-03--12h-03m-43s,81.0,2.0,38.0,39.0,160.0
2025-06-03--12h-03m-43s,83.0,4.0,38.0,35.0,160.0
2025-06-03--12h-03m-43s,77.0,1.0,43.0,39.0,160.0
2025-06-03--12h-03m-43s,88.0,3.0,34.0,35.0,160.0
2025-06-03--12h-03m-43s,73.0,2.0,46.0,39.0,160.0
2025-06-03--12h-03m-43s,73.0,2.0,43.0,42.0,160.0
2025-06-03--12h-03m-43s,72.0,6.0,35.0,47.0,160.0
2025-06-03--12h-03m-43s,76.0,4.0,39.0,41.0,160.0
2025-06-03--12h-03m-43s,84.0,0.0,37.0,39.0,160.0
2025-06-03--12h-03m-43s,84.0,3.0,32.0,41.0,160.0
2025-06-03--12h-03m-43s,82.0,2.0,38.0,38.0,160.0
2025-06-03--12h-03m-43s,92.0,2.0,29.0,37.0,160.0
2025-06-03--12h-03m-43s,82.0,3.0,27.0,48.0,160.0
2025-06-03--12h-03m-43s,73.0,3.0,42.0,42.0,160.0
2025-06-03--12h-03m-43s,73.0,0.0,38.0,49.0,160.0
2025-06-03--12h-03m-43s,77.0,2.0,33.0,48.0,160.0
2025-06-03--12h-03m-43s,80.0,1.0,38.0,41.0,160.0
2025-06-03--12h-03m-43s,75.0,4.0,36.0,45.0,160.0
2025-06-03--12h-03m-43s,87.0,4.0,25.0,44.0,160.0
2025-06-03--12h-03m-43s,72.0,4.0,40.0,44.0,160.0
2025-06-03--12h-03m-43s,71.0,3.0,43.0,43.0,160.0
2025-06-03--12h-03m-43s,82.0,3.0,43.0,32.0,160.0
2025-06-03--12h-03m-43s,83.0,0.0,41.0,36.0,160.0
2025-06-03--12h-03m-43s,77.0,2.0,40.0,41.0,160.0
2025-06-03--12h-03m-43s,77.0,3.0,27.0,53.0,160.0
2025-06-03--12h-03m-43s,73.0,3.0,44.0,40.0,160.0
2025-06-03--12h-03m-43s,76.0,1.0,42.0,41.0,160.0
2025-06-03--12h-03m-43s,76.0,1.0,38.0,45.0,160.0
2025-06-03--12h-03m-43s,80.0,8.0,35.0,37.0,160.0
2025-06-03--12h-03m-43s,85.0,2.0,31.0,42.0,160.0
