data_dir,C,SB,DB_V,DB_H,N
2025-06-23--21h-51m-27s,17.0,20.0,24.0,19.0,80.0
2025-06-23--21h-51m-27s,15.0,15.0,21.0,29.0,80.0
2025-06-23--21h-51m-27s,23.0,24.0,25.0,8.0,80.0
2025-06-23--21h-51m-27s,23.0,24.0,22.0,11.0,80.0
2025-06-23--21h-51m-27s,19.0,17.0,28.0,16.0,80.0
2025-06-23--21h-51m-27s,22.0,22.0,25.0,11.0,80.0
2025-06-23--21h-51m-27s,23.0,17.0,31.0,9.0,80.0
2025-06-23--21h-51m-27s,13.0,25.0,25.0,17.0,80.0
2025-06-23--21h-51m-27s,20.0,26.0,17.0,17.0,80.0
2025-06-23--21h-51m-27s,16.0,25.0,23.0,16.0,80.0
2025-06-23--21h-51m-27s,18.0,22.0,27.0,13.0,80.0
2025-06-23--21h-51m-27s,16.0,20.0,27.0,17.0,80.0
2025-06-23--21h-51m-27s,19.0,25.0,24.0,12.0,80.0
2025-06-23--21h-51m-27s,18.0,24.0,20.0,18.0,80.0
2025-06-23--21h-51m-27s,21.0,21.0,24.0,14.0,80.0
2025-06-23--21h-51m-27s,19.0,18.0,27.0,16.0,80.0
2025-06-23--21h-51m-27s,20.0,19.0,24.0,17.0,80.0
2025-06-23--21h-51m-27s,18.0,12.0,33.0,17.0,80.0
2025-06-23--21h-51m-27s,18.0,17.0,23.0,22.0,80.0
2025-06-23--21h-51m-27s,25.0,25.0,19.0,11.0,80.0
2025-06-23--21h-51m-27s,19.0,21.0,17.0,23.0,80.0
2025-06-23--21h-51m-27s,19.0,22.0,25.0,14.0,80.0
2025-06-23--21h-51m-27s,13.0,18.0,34.0,15.0,80.0
2025-06-23--21h-51m-27s,17.0,24.0,26.0,13.0,80.0
2025-06-23--21h-51m-27s,18.0,28.0,19.0,15.0,80.0
2025-06-23--21h-51m-27s,15.0,21.0,22.0,22.0,80.0
2025-06-23--21h-51m-27s,19.0,18.0,30.0,13.0,80.0
2025-06-23--21h-51m-27s,22.0,25.0,16.0,17.0,80.0
2025-06-23--21h-51m-27s,18.0,15.0,28.0,19.0,80.0
2025-06-23--21h-51m-27s,21.0,17.0,23.0,19.0,80.0
2025-06-23--21h-51m-27s,23.0,17.0,24.0,16.0,80.0
2025-06-23--21h-51m-27s,23.0,16.0,24.0,17.0,80.0
2025-06-23--21h-51m-27s,15.0,12.0,34.0,19.0,80.0
2025-06-23--21h-51m-27s,18.0,26.0,22.0,14.0,80.0
2025-06-23--21h-51m-27s,19.0,14.0,27.0,20.0,80.0
2025-06-23--21h-51m-27s,25.0,25.0,21.0,9.0,80.0
2025-06-23--21h-51m-27s,15.0,19.0,36.0,10.0,80.0
2025-06-23--21h-51m-27s,22.0,23.0,21.0,14.0,80.0
2025-06-23--21h-51m-27s,13.0,34.0,24.0,9.0,80.0
2025-06-23--21h-51m-27s,23.0,17.0,27.0,13.0,80.0
2025-06-23--21h-51m-27s,14.0,21.0,26.0,19.0,80.0
2025-06-23--21h-51m-27s,19.0,11.0,28.0,22.0,80.0
2025-06-23--21h-51m-27s,23.0,19.0,23.0,15.0,80.0
2025-06-23--21h-51m-27s,20.0,22.0,27.0,11.0,80.0
2025-06-23--21h-51m-27s,15.0,28.0,20.0,17.0,80.0
2025-06-23--21h-51m-27s,17.0,24.0,25.0,14.0,80.0
2025-06-23--21h-51m-27s,19.0,24.0,18.0,19.0,80.0
2025-06-23--21h-51m-27s,17.0,19.0,30.0,14.0,80.0
2025-06-23--21h-51m-27s,21.0,22.0,25.0,12.0,80.0
2025-06-23--21h-51m-27s,19.0,15.0,25.0,21.0,80.0
2025-06-23--21h-51m-27s,21.0,21.0,21.0,17.0,80.0
2025-06-23--21h-51m-27s,17.0,20.0,24.0,19.0,80.0
2025-06-23--21h-51m-27s,15.0,24.0,23.0,18.0,80.0
2025-06-23--21h-51m-27s,17.0,22.0,25.0,16.0,80.0
2025-06-23--21h-51m-27s,24.0,22.0,20.0,14.0,80.0
2025-06-23--21h-51m-27s,14.0,25.0,26.0,15.0,80.0
2025-06-23--21h-51m-27s,20.0,23.0,22.0,15.0,80.0
2025-06-23--21h-51m-27s,24.0,22.0,18.0,16.0,80.0
2025-06-23--21h-51m-27s,18.0,18.0,27.0,17.0,80.0
2025-06-23--21h-51m-27s,16.0,21.0,28.0,15.0,80.0
2025-06-23--21h-51m-27s,25.0,18.0,16.0,21.0,80.0
2025-06-23--21h-51m-27s,20.0,21.0,18.0,21.0,80.0
2025-06-23--21h-51m-27s,25.0,19.0,26.0,10.0,80.0
2025-06-23--21h-51m-27s,27.0,20.0,22.0,11.0,80.0
2025-06-23--21h-51m-27s,17.0,17.0,26.0,20.0,80.0
2025-06-23--21h-51m-27s,18.0,17.0,25.0,20.0,80.0
2025-06-23--21h-51m-27s,23.0,20.0,26.0,11.0,80.0
2025-06-23--21h-51m-27s,17.0,24.0,21.0,18.0,80.0
2025-06-23--21h-51m-27s,18.0,21.0,19.0,22.0,80.0
2025-06-23--21h-51m-27s,19.0,26.0,21.0,14.0,80.0
2025-06-23--21h-51m-27s,16.0,21.0,28.0,15.0,80.0
2025-06-23--21h-51m-27s,19.0,19.0,20.0,22.0,80.0
2025-06-23--21h-51m-27s,14.0,20.0,30.0,16.0,80.0
2025-06-23--21h-51m-27s,23.0,21.0,22.0,14.0,80.0
2025-06-23--21h-51m-27s,20.0,12.0,25.0,23.0,80.0
2025-06-23--21h-51m-27s,18.0,20.0,22.0,20.0,80.0
2025-06-23--21h-51m-27s,16.0,17.0,31.0,16.0,80.0
2025-06-23--21h-51m-27s,22.0,17.0,24.0,17.0,80.0
2025-06-23--21h-51m-27s,14.0,19.0,29.0,18.0,80.0
2025-06-23--21h-51m-27s,20.0,18.0,20.0,22.0,80.0
2025-06-23--21h-51m-27s,25.0,18.0,29.0,8.0,80.0
2025-06-23--21h-51m-27s,20.0,16.0,30.0,14.0,80.0
2025-06-23--21h-51m-27s,22.0,19.0,27.0,12.0,80.0
2025-06-23--21h-51m-27s,21.0,15.0,27.0,17.0,80.0
2025-06-23--21h-51m-27s,16.0,20.0,30.0,14.0,80.0
2025-06-23--21h-51m-27s,17.0,22.0,26.0,15.0,80.0
2025-06-23--21h-51m-27s,18.0,18.0,27.0,17.0,80.0
2025-06-23--21h-51m-27s,19.0,17.0,25.0,19.0,80.0
2025-06-23--21h-51m-27s,16.0,21.0,28.0,15.0,80.0
2025-06-23--21h-51m-27s,15.0,20.0,24.0,21.0,80.0
2025-06-23--21h-51m-27s,18.0,27.0,22.0,13.0,80.0
2025-06-23--21h-51m-27s,15.0,24.0,28.0,13.0,80.0
2025-06-23--21h-51m-27s,21.0,21.0,27.0,11.0,80.0
2025-06-23--21h-51m-27s,23.0,19.0,22.0,16.0,80.0
2025-06-23--21h-51m-27s,28.0,17.0,17.0,18.0,80.0
2025-06-23--21h-51m-27s,20.0,28.0,19.0,13.0,80.0
2025-06-23--21h-51m-27s,13.0,27.0,25.0,15.0,80.0
2025-06-23--21h-51m-27s,12.0,20.0,29.0,19.0,80.0
2025-06-23--21h-51m-27s,19.0,24.0,24.0,13.0,80.0
2025-06-23--21h-51m-27s,15.0,24.0,20.0,21.0,80.0
2025-06-23--21h-51m-27s,23.0,21.0,19.0,17.0,80.0
2025-06-23--21h-51m-27s,24.0,19.0,24.0,13.0,80.0
2025-06-23--21h-51m-27s,22.0,22.0,19.0,17.0,80.0
2025-06-23--21h-51m-27s,23.0,20.0,27.0,10.0,80.0
2025-06-23--21h-51m-27s,20.0,12.0,30.0,18.0,80.0
2025-06-23--21h-51m-27s,15.0,19.0,29.0,17.0,80.0
2025-06-23--21h-51m-27s,24.0,20.0,22.0,14.0,80.0
2025-06-23--21h-51m-27s,21.0,23.0,28.0,8.0,80.0
2025-06-23--21h-51m-27s,16.0,21.0,22.0,21.0,80.0
2025-06-23--21h-51m-27s,23.0,27.0,14.0,16.0,80.0
2025-06-23--21h-51m-27s,20.0,14.0,26.0,20.0,80.0
2025-06-23--21h-51m-27s,14.0,21.0,28.0,17.0,80.0
2025-06-23--21h-51m-27s,18.0,23.0,19.0,20.0,80.0
2025-06-23--21h-51m-27s,16.0,20.0,27.0,17.0,80.0
2025-06-23--21h-51m-27s,14.0,22.0,29.0,15.0,80.0
2025-06-23--21h-51m-27s,17.0,16.0,33.0,14.0,80.0
2025-06-23--21h-51m-27s,23.0,19.0,23.0,15.0,80.0
2025-06-23--21h-51m-27s,18.0,20.0,26.0,16.0,80.0
2025-06-23--21h-51m-27s,19.0,30.0,16.0,15.0,80.0
2025-06-23--21h-51m-27s,18.0,29.0,21.0,12.0,80.0
2025-06-23--21h-51m-27s,22.0,16.0,28.0,14.0,80.0
2025-06-23--21h-51m-27s,25.0,19.0,22.0,14.0,80.0
2025-06-23--21h-51m-27s,21.0,30.0,20.0,9.0,80.0
2025-06-23--21h-51m-27s,15.0,19.0,31.0,15.0,80.0
2025-06-23--21h-51m-27s,20.0,13.0,36.0,11.0,80.0
2025-06-23--21h-51m-27s,21.0,17.0,25.0,17.0,80.0
2025-06-23--21h-51m-27s,16.0,21.0,25.0,18.0,80.0
2025-06-23--21h-51m-27s,19.0,25.0,22.0,14.0,80.0
2025-06-23--21h-51m-27s,19.0,22.0,22.0,17.0,80.0
2025-06-23--21h-51m-27s,22.0,15.0,27.0,16.0,80.0
2025-06-23--21h-51m-27s,16.0,23.0,24.0,17.0,80.0
2025-06-23--21h-51m-27s,17.0,22.0,26.0,15.0,80.0
2025-06-23--21h-51m-27s,24.0,19.0,25.0,12.0,80.0
2025-06-23--21h-51m-27s,18.0,24.0,23.0,15.0,80.0
2025-06-23--21h-51m-27s,17.0,20.0,22.0,21.0,80.0
2025-06-23--21h-51m-27s,21.0,14.0,26.0,19.0,80.0
2025-06-23--21h-51m-27s,14.0,22.0,31.0,13.0,80.0
2025-06-23--21h-51m-27s,16.0,16.0,28.0,20.0,80.0
2025-06-23--21h-51m-27s,17.0,27.0,23.0,13.0,80.0
2025-06-23--21h-51m-27s,18.0,29.0,22.0,11.0,80.0
2025-06-23--21h-51m-27s,18.0,20.0,26.0,16.0,80.0
2025-06-23--21h-51m-27s,16.0,17.0,31.0,16.0,80.0
2025-06-23--21h-51m-27s,23.0,15.0,22.0,20.0,80.0
2025-06-23--21h-51m-27s,15.0,22.0,30.0,13.0,80.0
2025-06-23--21h-51m-27s,12.0,21.0,31.0,16.0,80.0
2025-06-23--21h-51m-27s,30.0,14.0,21.0,15.0,80.0
2025-06-23--21h-51m-27s,24.0,15.0,22.0,19.0,80.0
2025-06-23--21h-51m-27s,19.0,22.0,28.0,11.0,80.0
2025-06-23--21h-51m-27s,16.0,26.0,25.0,13.0,80.0
2025-06-23--21h-51m-27s,15.0,26.0,22.0,17.0,80.0
2025-06-23--21h-51m-27s,18.0,20.0,20.0,22.0,80.0
2025-06-23--21h-51m-27s,18.0,22.0,14.0,26.0,80.0
2025-06-23--21h-51m-27s,17.0,15.0,24.0,24.0,80.0
2025-06-23--21h-51m-27s,21.0,20.0,15.0,24.0,80.0
2025-06-23--21h-51m-27s,18.0,18.0,30.0,14.0,80.0
2025-06-23--21h-51m-27s,17.0,19.0,25.0,19.0,80.0
2025-06-23--21h-51m-27s,25.0,24.0,15.0,16.0,80.0
2025-06-23--21h-51m-27s,21.0,23.0,22.0,14.0,80.0
2025-06-23--21h-51m-27s,24.0,22.0,19.0,15.0,80.0
2025-06-23--21h-51m-27s,26.0,19.0,25.0,10.0,80.0
2025-06-23--21h-51m-27s,19.0,21.0,23.0,17.0,80.0
2025-06-23--21h-51m-27s,17.0,26.0,21.0,16.0,80.0
2025-06-23--21h-51m-27s,16.0,27.0,26.0,11.0,80.0
2025-06-23--21h-51m-27s,17.0,22.0,16.0,25.0,80.0
2025-06-23--21h-51m-27s,16.0,26.0,24.0,14.0,80.0
2025-06-23--21h-51m-27s,13.0,20.0,32.0,15.0,80.0
2025-06-23--21h-51m-27s,16.0,20.0,32.0,12.0,80.0
2025-06-23--21h-51m-27s,20.0,21.0,24.0,15.0,80.0
2025-06-23--21h-51m-27s,19.0,18.0,28.0,15.0,80.0
2025-06-23--21h-51m-27s,11.0,23.0,22.0,24.0,80.0
2025-06-23--21h-51m-27s,17.0,23.0,22.0,18.0,80.0
2025-06-23--21h-51m-27s,21.0,25.0,19.0,15.0,80.0
2025-06-23--21h-51m-27s,18.0,21.0,27.0,14.0,80.0
2025-06-23--21h-51m-27s,22.0,19.0,19.0,20.0,80.0
2025-06-23--21h-51m-27s,17.0,11.0,28.0,24.0,80.0
2025-06-23--21h-51m-27s,14.0,17.0,28.0,21.0,80.0
2025-06-23--21h-51m-27s,14.0,23.0,22.0,21.0,80.0
2025-06-23--21h-51m-27s,17.0,18.0,25.0,20.0,80.0
2025-06-23--21h-51m-27s,24.0,24.0,18.0,14.0,80.0
2025-06-23--21h-51m-27s,23.0,17.0,20.0,20.0,80.0
2025-06-23--21h-51m-27s,15.0,16.0,34.0,15.0,80.0
2025-06-23--21h-51m-27s,23.0,15.0,26.0,16.0,80.0
2025-06-23--21h-51m-27s,15.0,20.0,29.0,16.0,80.0
2025-06-23--21h-51m-27s,16.0,19.0,29.0,16.0,80.0
2025-06-23--21h-51m-27s,12.0,31.0,20.0,17.0,80.0
2025-06-23--21h-51m-27s,21.0,14.0,29.0,16.0,80.0
2025-06-23--21h-51m-27s,19.0,24.0,23.0,14.0,80.0
2025-06-23--21h-51m-27s,18.0,23.0,23.0,16.0,80.0
2025-06-23--21h-51m-27s,21.0,22.0,20.0,17.0,80.0
2025-06-23--21h-51m-27s,21.0,21.0,25.0,13.0,80.0
2025-06-23--21h-51m-27s,15.0,15.0,35.0,15.0,80.0
2025-06-23--21h-51m-27s,18.0,27.0,23.0,12.0,80.0
2025-06-23--21h-51m-27s,14.0,22.0,30.0,14.0,80.0
2025-06-23--21h-51m-27s,22.0,21.0,18.0,19.0,80.0
2025-06-23--21h-51m-27s,15.0,23.0,22.0,20.0,80.0
2025-06-23--21h-51m-27s,14.0,27.0,27.0,12.0,80.0
2025-06-23--21h-51m-27s,15.0,17.0,26.0,22.0,80.0
2025-06-23--21h-51m-27s,11.0,25.0,26.0,18.0,80.0
2025-06-23--21h-51m-27s,18.0,26.0,20.0,16.0,80.0
2025-06-23--21h-51m-27s,18.0,21.0,23.0,18.0,80.0
2025-06-23--21h-51m-27s,14.0,23.0,27.0,16.0,80.0
2025-06-23--21h-51m-27s,15.0,23.0,26.0,16.0,80.0
2025-06-23--21h-51m-27s,22.0,19.0,21.0,18.0,80.0
2025-06-23--21h-51m-27s,14.0,14.0,33.0,19.0,80.0
2025-06-23--21h-51m-27s,20.0,18.0,28.0,14.0,80.0
2025-06-23--21h-51m-27s,31.0,14.0,21.0,14.0,80.0
2025-06-23--21h-51m-27s,13.0,27.0,28.0,12.0,80.0
2025-06-23--21h-51m-27s,17.0,21.0,29.0,13.0,80.0
2025-06-23--21h-51m-27s,24.0,25.0,19.0,12.0,80.0
2025-06-23--21h-51m-27s,24.0,23.0,26.0,7.0,80.0
2025-06-23--21h-51m-27s,16.0,30.0,22.0,12.0,80.0
2025-06-23--21h-51m-27s,18.0,19.0,23.0,20.0,80.0
2025-06-23--21h-51m-27s,19.0,14.0,39.0,8.0,80.0
2025-06-23--21h-51m-27s,19.0,18.0,31.0,12.0,80.0
2025-06-23--21h-51m-27s,23.0,14.0,32.0,11.0,80.0
2025-06-23--21h-51m-27s,20.0,21.0,28.0,11.0,80.0
2025-06-23--21h-51m-27s,17.0,20.0,24.0,19.0,80.0
2025-06-23--21h-51m-27s,15.0,24.0,27.0,14.0,80.0
2025-06-23--21h-51m-27s,17.0,20.0,22.0,21.0,80.0
2025-06-23--21h-51m-27s,18.0,16.0,25.0,21.0,80.0
2025-06-23--21h-51m-27s,20.0,20.0,28.0,12.0,80.0
2025-06-23--21h-51m-27s,18.0,27.0,23.0,12.0,80.0
2025-06-23--21h-51m-27s,16.0,24.0,24.0,16.0,80.0
2025-06-23--21h-51m-27s,17.0,24.0,20.0,19.0,80.0
2025-06-23--21h-51m-27s,13.0,27.0,21.0,19.0,80.0
2025-06-23--21h-51m-27s,18.0,21.0,25.0,16.0,80.0
2025-06-23--21h-51m-27s,25.0,15.0,16.0,24.0,80.0
2025-06-23--21h-51m-27s,20.0,19.0,28.0,13.0,80.0
2025-06-23--21h-51m-27s,21.0,24.0,21.0,14.0,80.0
2025-06-23--21h-51m-27s,20.0,17.0,29.0,14.0,80.0
2025-06-23--21h-51m-27s,18.0,15.0,29.0,18.0,80.0
2025-06-23--21h-51m-27s,13.0,21.0,29.0,17.0,80.0
2025-06-23--21h-51m-27s,14.0,23.0,24.0,19.0,80.0
2025-06-23--21h-51m-27s,22.0,20.0,21.0,17.0,80.0
2025-06-23--21h-51m-27s,14.0,24.0,28.0,14.0,80.0
2025-06-23--21h-51m-27s,22.0,19.0,24.0,15.0,80.0
2025-06-23--21h-51m-27s,19.0,13.0,27.0,21.0,80.0
2025-06-23--21h-51m-27s,21.0,20.0,23.0,16.0,80.0
2025-06-23--21h-51m-27s,14.0,19.0,30.0,17.0,80.0
2025-06-23--21h-51m-27s,18.0,18.0,28.0,16.0,80.0
2025-06-23--21h-51m-27s,18.0,27.0,25.0,10.0,80.0
2025-06-23--21h-51m-27s,20.0,22.0,19.0,19.0,80.0
2025-06-23--21h-51m-27s,20.0,21.0,22.0,17.0,80.0
2025-06-23--21h-51m-27s,17.0,23.0,24.0,16.0,80.0
2025-06-23--21h-51m-27s,20.0,21.0,20.0,19.0,80.0
2025-06-23--21h-51m-27s,14.0,22.0,28.0,16.0,80.0
2025-06-23--21h-51m-27s,17.0,27.0,25.0,11.0,80.0
2025-06-23--21h-51m-27s,27.0,19.0,19.0,15.0,80.0
2025-06-23--21h-51m-27s,15.0,27.0,21.0,17.0,80.0
2025-06-23--21h-51m-27s,13.0,13.0,33.0,21.0,80.0
2025-06-23--21h-51m-27s,12.0,21.0,31.0,16.0,80.0
2025-06-23--21h-51m-27s,16.0,18.0,30.0,16.0,80.0
2025-06-23--21h-51m-27s,26.0,19.0,23.0,12.0,80.0
2025-06-23--21h-51m-27s,18.0,22.0,24.0,16.0,80.0
2025-06-23--21h-51m-27s,20.0,21.0,22.0,17.0,80.0
2025-06-23--21h-51m-27s,23.0,23.0,24.0,10.0,80.0
2025-06-23--21h-51m-27s,21.0,21.0,26.0,12.0,80.0
2025-06-23--21h-51m-27s,17.0,18.0,29.0,16.0,80.0
2025-06-23--21h-51m-27s,20.0,25.0,26.0,9.0,80.0
2025-06-23--21h-51m-27s,23.0,17.0,21.0,19.0,80.0
2025-06-23--21h-51m-27s,14.0,25.0,21.0,20.0,80.0
2025-06-23--21h-51m-27s,16.0,28.0,27.0,9.0,80.0
2025-06-23--21h-51m-27s,23.0,22.0,21.0,14.0,80.0
2025-06-23--21h-51m-27s,24.0,23.0,24.0,9.0,80.0
2025-06-23--21h-51m-27s,18.0,19.0,26.0,17.0,80.0
2025-06-23--21h-51m-27s,21.0,20.0,24.0,15.0,80.0
2025-06-23--21h-51m-27s,22.0,25.0,21.0,12.0,80.0
2025-06-23--21h-51m-27s,21.0,24.0,26.0,9.0,80.0
2025-06-23--21h-51m-27s,20.0,21.0,20.0,19.0,80.0
2025-06-23--21h-51m-27s,13.0,21.0,29.0,17.0,80.0
2025-06-23--21h-51m-27s,14.0,19.0,35.0,12.0,80.0
2025-06-23--21h-51m-27s,22.0,17.0,19.0,22.0,80.0
2025-06-23--21h-51m-27s,23.0,20.0,20.0,17.0,80.0
2025-06-23--21h-51m-27s,15.0,25.0,26.0,14.0,80.0
2025-06-23--21h-51m-27s,18.0,21.0,25.0,16.0,80.0
2025-06-23--21h-51m-27s,19.0,24.0,22.0,15.0,80.0
2025-06-23--21h-51m-27s,20.0,19.0,25.0,16.0,80.0
2025-06-23--21h-51m-27s,22.0,21.0,24.0,13.0,80.0
2025-06-23--21h-51m-27s,18.0,21.0,22.0,19.0,80.0
2025-06-23--21h-51m-27s,17.0,19.0,26.0,18.0,80.0
2025-06-23--21h-51m-27s,18.0,28.0,26.0,8.0,80.0
2025-06-23--21h-51m-27s,18.0,26.0,18.0,18.0,80.0
2025-06-23--21h-51m-27s,15.0,29.0,27.0,9.0,80.0
2025-06-23--21h-51m-27s,19.0,19.0,29.0,13.0,80.0
2025-06-23--21h-51m-27s,18.0,21.0,23.0,18.0,80.0
2025-06-23--21h-51m-27s,23.0,19.0,22.0,16.0,80.0
2025-06-23--21h-51m-27s,17.0,20.0,24.0,19.0,80.0
2025-06-23--21h-51m-27s,18.0,18.0,28.0,16.0,80.0
2025-06-23--21h-51m-27s,17.0,15.0,24.0,24.0,80.0
2025-06-23--21h-51m-27s,18.0,19.0,20.0,23.0,80.0
2025-06-23--21h-51m-27s,21.0,21.0,20.0,18.0,80.0
2025-06-23--21h-51m-27s,21.0,23.0,25.0,11.0,80.0
2025-06-23--21h-51m-27s,16.0,21.0,28.0,15.0,80.0
2025-06-23--21h-51m-27s,20.0,17.0,25.0,18.0,80.0
2025-06-23--21h-51m-27s,16.0,20.0,31.0,13.0,80.0
2025-06-23--21h-51m-27s,15.0,20.0,27.0,18.0,80.0
2025-06-23--21h-51m-27s,16.0,14.0,30.0,20.0,80.0
2025-06-23--21h-51m-27s,21.0,21.0,25.0,13.0,80.0
2025-06-23--21h-51m-27s,21.0,19.0,26.0,14.0,80.0
2025-06-23--21h-51m-27s,19.0,24.0,19.0,18.0,80.0
2025-06-23--21h-51m-27s,12.0,28.0,26.0,14.0,80.0
2025-06-23--21h-51m-27s,14.0,26.0,27.0,13.0,80.0
2025-06-23--21h-51m-27s,14.0,18.0,30.0,18.0,80.0
2025-06-23--21h-51m-27s,19.0,19.0,26.0,16.0,80.0
2025-06-23--21h-51m-27s,23.0,21.0,21.0,15.0,80.0
2025-06-23--21h-51m-27s,19.0,16.0,21.0,24.0,80.0
2025-06-23--21h-51m-27s,16.0,13.0,35.0,16.0,80.0
2025-06-23--21h-51m-27s,16.0,21.0,27.0,16.0,80.0
2025-06-23--21h-51m-27s,18.0,16.0,32.0,14.0,80.0
2025-06-23--21h-51m-27s,18.0,19.0,20.0,23.0,80.0
2025-06-23--21h-51m-27s,16.0,28.0,22.0,14.0,80.0
2025-06-23--21h-51m-27s,14.0,28.0,24.0,14.0,80.0
2025-06-23--21h-51m-27s,19.0,10.0,25.0,26.0,80.0
2025-06-23--21h-51m-27s,18.0,18.0,25.0,19.0,80.0
2025-06-23--21h-51m-27s,24.0,23.0,23.0,10.0,80.0
2025-06-23--21h-51m-27s,20.0,15.0,28.0,17.0,80.0
2025-06-23--21h-51m-27s,16.0,21.0,26.0,17.0,80.0
2025-06-23--21h-51m-27s,12.0,23.0,31.0,14.0,80.0
2025-06-23--21h-51m-27s,17.0,20.0,28.0,15.0,80.0
2025-06-23--21h-51m-27s,16.0,17.0,25.0,22.0,80.0
2025-06-23--21h-51m-27s,19.0,18.0,18.0,25.0,80.0
2025-06-23--21h-51m-27s,12.0,22.0,22.0,24.0,80.0
2025-06-23--21h-51m-27s,20.0,20.0,28.0,12.0,80.0
2025-06-23--21h-51m-27s,15.0,32.0,21.0,12.0,80.0
2025-06-23--21h-51m-27s,11.0,16.0,35.0,18.0,80.0
2025-06-23--21h-51m-27s,14.0,22.0,26.0,18.0,80.0
2025-06-23--21h-51m-27s,15.0,22.0,23.0,20.0,80.0
2025-06-23--21h-51m-27s,23.0,21.0,19.0,17.0,80.0
2025-06-23--21h-51m-27s,21.0,18.0,20.0,21.0,80.0
2025-06-23--21h-51m-27s,23.0,23.0,25.0,9.0,80.0
2025-06-23--21h-51m-27s,18.0,17.0,33.0,12.0,80.0
2025-06-23--21h-51m-27s,15.0,21.0,32.0,12.0,80.0
2025-06-23--21h-51m-27s,15.0,19.0,32.0,14.0,80.0
2025-06-23--21h-51m-27s,16.0,23.0,22.0,19.0,80.0
2025-06-23--21h-51m-27s,23.0,20.0,20.0,17.0,80.0
2025-06-23--21h-51m-27s,20.0,25.0,25.0,10.0,80.0
2025-06-23--21h-51m-27s,23.0,21.0,20.0,16.0,80.0
2025-06-23--21h-51m-27s,17.0,20.0,27.0,16.0,80.0
2025-06-23--21h-51m-27s,16.0,24.0,24.0,16.0,80.0
2025-06-23--21h-51m-27s,21.0,19.0,26.0,14.0,80.0
2025-06-23--21h-51m-27s,17.0,17.0,29.0,17.0,80.0
2025-06-23--21h-51m-27s,9.0,31.0,23.0,17.0,80.0
2025-06-23--21h-51m-27s,19.0,20.0,28.0,13.0,80.0
2025-06-23--21h-51m-27s,18.0,25.0,26.0,11.0,80.0
2025-06-23--21h-51m-27s,13.0,30.0,21.0,16.0,80.0
2025-06-23--21h-51m-27s,18.0,13.0,27.0,22.0,80.0
2025-06-23--21h-51m-27s,30.0,17.0,20.0,13.0,80.0
2025-06-23--21h-51m-27s,22.0,21.0,24.0,13.0,80.0
2025-06-23--21h-51m-27s,19.0,24.0,20.0,17.0,80.0
2025-06-23--21h-51m-27s,25.0,22.0,19.0,14.0,80.0
2025-06-23--21h-51m-27s,17.0,22.0,21.0,20.0,80.0
2025-06-23--21h-51m-27s,14.0,19.0,30.0,17.0,80.0
2025-06-23--21h-51m-27s,25.0,15.0,25.0,15.0,80.0
2025-06-23--21h-51m-27s,23.0,12.0,27.0,18.0,80.0
2025-06-23--21h-51m-27s,24.0,17.0,22.0,17.0,80.0
2025-06-23--21h-51m-27s,17.0,20.0,19.0,24.0,80.0
2025-06-23--21h-51m-27s,18.0,19.0,30.0,13.0,80.0
2025-06-23--21h-51m-27s,17.0,20.0,23.0,20.0,80.0
2025-06-23--21h-51m-27s,19.0,18.0,25.0,18.0,80.0
2025-06-23--21h-51m-27s,20.0,18.0,25.0,17.0,80.0
2025-06-23--21h-51m-27s,19.0,21.0,25.0,15.0,80.0
2025-06-23--21h-51m-27s,26.0,20.0,17.0,17.0,80.0
2025-06-23--21h-51m-27s,13.0,20.0,31.0,16.0,80.0
2025-06-23--21h-51m-27s,20.0,22.0,20.0,18.0,80.0
2025-06-23--21h-51m-27s,22.0,23.0,19.0,16.0,80.0
2025-06-23--21h-51m-27s,16.0,24.0,23.0,17.0,80.0
2025-06-23--21h-51m-27s,21.0,23.0,17.0,19.0,80.0
2025-06-23--21h-51m-27s,15.0,27.0,24.0,14.0,80.0
2025-06-23--21h-51m-27s,15.0,23.0,28.0,14.0,80.0
2025-06-23--21h-51m-27s,14.0,27.0,30.0,9.0,80.0
2025-06-23--21h-51m-27s,19.0,21.0,22.0,18.0,80.0
2025-06-23--21h-51m-27s,18.0,27.0,19.0,16.0,80.0
2025-06-23--21h-51m-27s,17.0,17.0,30.0,16.0,80.0
2025-06-23--21h-51m-27s,13.0,23.0,32.0,12.0,80.0
2025-06-23--21h-51m-27s,19.0,19.0,23.0,19.0,80.0
2025-06-23--21h-51m-27s,18.0,22.0,21.0,19.0,80.0
2025-06-23--21h-51m-27s,16.0,15.0,26.0,23.0,80.0
2025-06-23--21h-51m-27s,21.0,20.0,29.0,10.0,80.0
2025-06-23--21h-51m-27s,18.0,21.0,26.0,15.0,80.0
2025-06-23--21h-51m-27s,16.0,17.0,33.0,14.0,80.0
2025-06-23--21h-51m-27s,25.0,22.0,21.0,12.0,80.0
2025-06-23--21h-51m-27s,23.0,21.0,20.0,16.0,80.0
2025-06-23--21h-51m-27s,15.0,22.0,21.0,22.0,80.0
2025-06-23--21h-51m-27s,16.0,20.0,35.0,9.0,80.0
2025-06-23--21h-51m-27s,18.0,19.0,26.0,17.0,80.0
2025-06-23--21h-51m-27s,15.0,15.0,33.0,17.0,80.0
2025-06-23--21h-51m-27s,15.0,24.0,25.0,16.0,80.0
2025-06-23--21h-51m-27s,19.0,15.0,27.0,19.0,80.0
