data_dir,C',HH,SB,VV,N
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,6.0,31.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,4.0,31.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,1.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,1.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,0.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,2.0,33.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,0.0,39.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,2.0,38.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,3.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,5.0,33.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,3.0,33.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,1.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,2.0,38.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,5.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,2.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,0.0,38.0,40.0
2025-06-20--21h-05m-21s,0.0,1.0,6.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,0.0,38.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,1.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,2.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,7.0,31.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,3.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,0.0,1.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,5.0,30.0,40.0
2025-06-20--21h-05m-21s,6.0,1.0,4.0,29.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,7.0,30.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,0.0,38.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,4.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,3.0,37.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,5.0,33.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,0.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,0.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,1.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,4.0,33.0,40.0
2025-06-20--21h-05m-21s,1.0,2.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,3.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,6.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,1.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,2.0,38.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,3.0,33.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,3.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,6.0,31.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,0.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,5.0,33.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,0.0,38.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,6.0,0.0,0.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,3.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,2.0,5.0,31.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,3.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,6.0,30.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,3.0,33.0,40.0
2025-06-20--21h-05m-21s,4.0,1.0,1.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,3.0,37.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,1.0,39.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,6.0,32.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,3.0,33.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,1.0,39.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,2.0,38.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,2.0,33.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,1.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,5.0,30.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,0.0,37.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,2.0,38.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,2.0,38.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,5.0,33.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,6.0,33.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,6.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,3.0,33.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,6.0,31.0,40.0
2025-06-20--21h-05m-21s,1.0,2.0,4.0,33.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,3.0,33.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,2.0,38.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,6.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,4.0,1.0,3.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,5.0,33.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,4.0,33.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,0.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,0.0,39.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,3.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,4.0,1.0,3.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,6.0,33.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,5.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,0.0,39.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,5.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,0.0,40.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,4.0,31.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,5.0,33.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,3.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,7.0,31.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,5.0,33.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,1.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,3.0,33.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,5.0,35.0,40.0
2025-06-20--21h-05m-21s,5.0,1.0,1.0,33.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,2.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,2.0,38.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,2.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,2.0,38.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,7.0,0.0,1.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,0.0,38.0,40.0
2025-06-20--21h-05m-21s,0.0,1.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,1.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,0.0,38.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,6.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,1.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,5.0,35.0,40.0
2025-06-20--21h-05m-21s,6.0,0.0,2.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,0.0,40.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,6.0,32.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,1.0,39.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,6.0,30.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,4.0,1.0,3.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,7.0,32.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,3.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,4.0,31.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,5.0,35.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,6.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,6.0,32.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,7.0,31.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,6.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,6.0,1.0,5.0,28.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,1.0,39.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,4.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,0.0,38.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,2.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,2.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,4.0,36.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,3.0,33.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,4.0,1.0,2.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,5.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,5.0,30.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,4.0,33.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,0.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,6.0,0.0,0.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,1.0,1.0,37.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,4.0,35.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,5.0,31.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,4.0,33.0,40.0
2025-06-20--21h-05m-21s,4.0,0.0,4.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,0.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,5.0,32.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,6.0,33.0,40.0
2025-06-20--21h-05m-21s,3.0,1.0,2.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,3.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,1.0,34.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,3.0,35.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,3.0,37.0,40.0
2025-06-20--21h-05m-21s,2.0,1.0,6.0,31.0,40.0
2025-06-20--21h-05m-21s,0.0,0.0,6.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,5.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,3.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,2.0,36.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,1.0,36.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,4.0,2.0,33.0,40.0
2025-06-20--21h-05m-21s,2.0,0.0,4.0,34.0,40.0
2025-06-20--21h-05m-21s,5.0,0.0,1.0,34.0,40.0
2025-06-20--21h-05m-21s,1.0,0.0,1.0,38.0,40.0
2025-06-20--21h-05m-21s,3.0,0.0,2.0,35.0,40.0
