data_dir,C,SB,DB_V,DB_H,N
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,0.0,1.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,6.0,1.0,0.0,193.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,1.0,1.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,0.0,1.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,8.0,0.0,0.0,192.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,7.0,0.0,0.0,193.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,8.0,1.0,0.0,191.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,0.0,0.0,0.0,200.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,0.0,0.0,0.0,200.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,1.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,9.0,1.0,0.0,190.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,5.0,1.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,1.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,0.0,0.0,0.0,200.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,8.0,1.0,0.0,191.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,1.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,5.0,1.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,1.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,8.0,0.0,0.0,192.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,0.0,0.0,0.0,200.0,200.0
2025-07-03--16h-27m-19s,6.0,1.0,0.0,193.0,200.0
2025-07-03--16h-27m-19s,0.0,0.0,0.0,200.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,0.0,1.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,1.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,7.0,0.0,0.0,193.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,1.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,6.0,1.0,0.0,193.0,200.0
2025-07-03--16h-27m-19s,7.0,0.0,0.0,193.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,3.0,1.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,1.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,4.0,1.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,0.0,0.0,0.0,200.0,200.0
2025-07-03--16h-27m-19s,1.0,1.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,3.0,1.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,7.0,1.0,0.0,192.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,2.0,1.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,8.0,0.0,0.0,192.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,7.0,0.0,0.0,193.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,1.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,5.0,1.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,1.0,1.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,1.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,0.0,0.0,0.0,200.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,9.0,1.0,0.0,190.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,7.0,0.0,0.0,193.0,200.0
2025-07-03--16h-27m-19s,0.0,0.0,0.0,200.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,1.0,1.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,1.0,1.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,0.0,0.0,0.0,200.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,4.0,1.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,1.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,4.0,0.0,0.0,196.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,6.0,0.0,0.0,194.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,5.0,0.0,0.0,195.0,200.0
2025-07-03--16h-27m-19s,2.0,0.0,0.0,198.0,200.0
2025-07-03--16h-27m-19s,1.0,0.0,0.0,199.0,200.0
2025-07-03--16h-27m-19s,9.0,1.0,0.0,190.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
2025-07-03--16h-27m-19s,3.0,0.0,0.0,197.0,200.0
