data_dir,C,SB,DB_V,DB_H,N
2025-06-18--18h-13m-04s,59.0,11.0,0.0,50.0,120.0
2025-06-18--18h-13m-04s,53.0,19.0,1.0,47.0,120.0
2025-06-18--18h-13m-04s,55.0,12.0,0.0,53.0,120.0
2025-06-18--18h-13m-04s,61.0,14.0,1.0,44.0,120.0
2025-06-18--18h-13m-04s,59.0,11.0,0.0,50.0,120.0
2025-06-18--18h-13m-04s,57.0,13.0,1.0,49.0,120.0
2025-06-18--18h-13m-04s,62.0,9.0,2.0,47.0,120.0
2025-06-18--18h-13m-04s,62.0,15.0,1.0,42.0,120.0
2025-06-18--18h-13m-04s,67.0,16.0,1.0,36.0,120.0
2025-06-18--18h-13m-04s,61.0,17.0,1.0,41.0,120.0
2025-06-18--18h-13m-04s,72.0,12.0,2.0,34.0,120.0
2025-06-18--18h-13m-04s,62.0,15.0,2.0,41.0,120.0
2025-06-18--18h-13m-04s,56.0,15.0,3.0,46.0,120.0
2025-06-18--18h-13m-04s,50.0,15.0,3.0,52.0,120.0
2025-06-18--18h-13m-04s,62.0,15.0,4.0,39.0,120.0
2025-06-18--18h-13m-04s,61.0,14.0,1.0,44.0,120.0
2025-06-18--18h-13m-04s,67.0,12.0,0.0,41.0,120.0
2025-06-18--18h-13m-04s,58.0,13.0,0.0,49.0,120.0
2025-06-18--18h-13m-04s,58.0,17.0,2.0,43.0,120.0
2025-06-18--18h-13m-04s,68.0,11.0,0.0,41.0,120.0
2025-06-18--18h-13m-04s,44.0,17.0,2.0,57.0,120.0
2025-06-18--18h-13m-04s,57.0,13.0,1.0,49.0,120.0
2025-06-18--18h-13m-04s,58.0,22.0,2.0,38.0,120.0
2025-06-18--18h-13m-04s,61.0,15.0,1.0,43.0,120.0
2025-06-18--18h-13m-04s,54.0,17.0,1.0,48.0,120.0
2025-06-18--18h-13m-04s,60.0,13.0,1.0,46.0,120.0
2025-06-18--18h-13m-04s,67.0,13.0,1.0,39.0,120.0
2025-06-18--18h-13m-04s,60.0,14.0,2.0,44.0,120.0
2025-06-18--18h-13m-04s,54.0,20.0,0.0,46.0,120.0
2025-06-18--18h-13m-04s,62.0,19.0,2.0,37.0,120.0
2025-06-18--18h-13m-04s,59.0,10.0,2.0,49.0,120.0
2025-06-18--18h-13m-04s,57.0,18.0,1.0,44.0,120.0
2025-06-18--18h-13m-04s,62.0,14.0,0.0,44.0,120.0
2025-06-18--18h-13m-04s,64.0,16.0,2.0,38.0,120.0
2025-06-18--18h-13m-04s,60.0,18.0,1.0,41.0,120.0
2025-06-18--18h-13m-04s,65.0,10.0,3.0,42.0,120.0
2025-06-18--18h-13m-04s,71.0,12.0,1.0,36.0,120.0
2025-06-18--18h-13m-04s,66.0,15.0,0.0,39.0,120.0
2025-06-18--18h-13m-04s,56.0,16.0,2.0,46.0,120.0
2025-06-18--18h-13m-04s,61.0,16.0,2.0,41.0,120.0
2025-06-18--18h-13m-04s,55.0,14.0,0.0,51.0,120.0
2025-06-18--18h-13m-04s,62.0,19.0,1.0,38.0,120.0
2025-06-18--18h-13m-04s,58.0,11.0,2.0,49.0,120.0
2025-06-18--18h-13m-04s,62.0,16.0,1.0,41.0,120.0
2025-06-18--18h-13m-04s,64.0,15.0,0.0,41.0,120.0
2025-06-18--18h-13m-04s,59.0,15.0,1.0,45.0,120.0
2025-06-18--18h-13m-04s,63.0,17.0,0.0,40.0,120.0
2025-06-18--18h-13m-04s,51.0,13.0,0.0,56.0,120.0
2025-06-18--18h-13m-04s,61.0,12.0,2.0,45.0,120.0
2025-06-18--18h-13m-04s,55.0,13.0,3.0,49.0,120.0
2025-06-18--18h-13m-04s,61.0,17.0,1.0,41.0,120.0
2025-06-18--18h-13m-04s,57.0,17.0,2.0,44.0,120.0
2025-06-18--18h-13m-04s,59.0,19.0,1.0,41.0,120.0
2025-06-18--18h-13m-04s,53.0,19.0,3.0,45.0,120.0
2025-06-18--18h-13m-04s,55.0,19.0,1.0,45.0,120.0
2025-06-18--18h-13m-04s,53.0,18.0,4.0,45.0,120.0
2025-06-18--18h-13m-04s,65.0,12.0,0.0,43.0,120.0
2025-06-18--18h-13m-04s,56.0,20.0,0.0,44.0,120.0
2025-06-18--18h-13m-04s,54.0,14.0,0.0,52.0,120.0
2025-06-18--18h-13m-04s,56.0,11.0,2.0,51.0,120.0
2025-06-18--18h-13m-04s,56.0,18.0,0.0,46.0,120.0
2025-06-18--18h-13m-04s,56.0,10.0,2.0,52.0,120.0
2025-06-18--18h-13m-04s,54.0,18.0,2.0,46.0,120.0
2025-06-18--18h-13m-04s,60.0,14.0,1.0,45.0,120.0
2025-06-18--18h-13m-04s,63.0,12.0,1.0,44.0,120.0
2025-06-18--18h-13m-04s,48.0,16.0,0.0,56.0,120.0
2025-06-18--18h-13m-04s,69.0,14.0,1.0,36.0,120.0
2025-06-18--18h-13m-04s,60.0,15.0,0.0,45.0,120.0
2025-06-18--18h-13m-04s,70.0,13.0,1.0,36.0,120.0
2025-06-18--18h-13m-04s,57.0,13.0,0.0,50.0,120.0
2025-06-18--18h-13m-04s,61.0,14.0,1.0,44.0,120.0
2025-06-18--18h-13m-04s,63.0,19.0,1.0,37.0,120.0
2025-06-18--18h-13m-04s,61.0,16.0,1.0,42.0,120.0
2025-06-18--18h-13m-04s,58.0,18.0,0.0,44.0,120.0
2025-06-18--18h-13m-04s,55.0,22.0,0.0,43.0,120.0
2025-06-18--18h-13m-04s,58.0,11.0,0.0,51.0,120.0
2025-06-18--18h-13m-04s,66.0,12.0,0.0,42.0,120.0
2025-06-18--18h-13m-04s,58.0,15.0,2.0,45.0,120.0
2025-06-18--18h-13m-04s,67.0,15.0,2.0,36.0,120.0
2025-06-18--18h-13m-04s,60.0,10.0,0.0,50.0,120.0
2025-06-18--18h-13m-04s,59.0,14.0,1.0,46.0,120.0
2025-06-18--18h-13m-04s,63.0,15.0,1.0,41.0,120.0
2025-06-18--18h-13m-04s,62.0,17.0,1.0,40.0,120.0
2025-06-18--18h-13m-04s,62.0,17.0,0.0,41.0,120.0
2025-06-18--18h-13m-04s,58.0,15.0,0.0,47.0,120.0
2025-06-18--18h-13m-04s,58.0,12.0,3.0,47.0,120.0
2025-06-18--18h-13m-04s,56.0,19.0,0.0,45.0,120.0
2025-06-18--18h-13m-04s,65.0,14.0,1.0,40.0,120.0
2025-06-18--18h-13m-04s,71.0,14.0,1.0,34.0,120.0
2025-06-18--18h-13m-04s,56.0,6.0,1.0,57.0,120.0
2025-06-18--18h-13m-04s,60.0,10.0,1.0,49.0,120.0
2025-06-18--18h-13m-04s,61.0,13.0,0.0,46.0,120.0
2025-06-18--18h-13m-04s,62.0,12.0,0.0,46.0,120.0
2025-06-18--18h-13m-04s,66.0,7.0,3.0,44.0,120.0
2025-06-18--18h-13m-04s,67.0,18.0,1.0,34.0,120.0
2025-06-18--18h-13m-04s,58.0,16.0,4.0,42.0,120.0
2025-06-18--18h-13m-04s,63.0,12.0,2.0,43.0,120.0
2025-06-18--18h-13m-04s,65.0,17.0,2.0,36.0,120.0
2025-06-18--18h-13m-04s,73.0,19.0,2.0,26.0,120.0
2025-06-18--18h-13m-04s,69.0,12.0,2.0,37.0,120.0
2025-06-18--18h-13m-04s,66.0,16.0,1.0,37.0,120.0
2025-06-18--18h-13m-04s,65.0,14.0,0.0,41.0,120.0
2025-06-18--18h-13m-04s,59.0,17.0,2.0,42.0,120.0
2025-06-18--18h-13m-04s,55.0,14.0,0.0,51.0,120.0
2025-06-18--18h-13m-04s,57.0,13.0,4.0,46.0,120.0
2025-06-18--18h-13m-04s,67.0,14.0,0.0,39.0,120.0
2025-06-18--18h-13m-04s,53.0,14.0,1.0,52.0,120.0
2025-06-18--18h-13m-04s,62.0,14.0,1.0,43.0,120.0
2025-06-18--18h-13m-04s,55.0,15.0,3.0,47.0,120.0
2025-06-18--18h-13m-04s,50.0,20.0,1.0,49.0,120.0
2025-06-18--18h-13m-04s,57.0,20.0,1.0,42.0,120.0
2025-06-18--18h-13m-04s,51.0,13.0,2.0,54.0,120.0
2025-06-18--18h-13m-04s,65.0,13.0,4.0,38.0,120.0
2025-06-18--18h-13m-04s,54.0,16.0,1.0,49.0,120.0
2025-06-18--18h-13m-04s,54.0,16.0,0.0,50.0,120.0
2025-06-18--18h-13m-04s,55.0,15.0,2.0,48.0,120.0
2025-06-18--18h-13m-04s,68.0,12.0,2.0,38.0,120.0
2025-06-18--18h-13m-04s,62.0,14.0,0.0,44.0,120.0
2025-06-18--18h-13m-04s,61.0,20.0,0.0,39.0,120.0
2025-06-18--18h-13m-04s,51.0,16.0,0.0,53.0,120.0
2025-06-18--18h-13m-04s,66.0,15.0,1.0,38.0,120.0
2025-06-18--18h-13m-04s,61.0,18.0,0.0,41.0,120.0
2025-06-18--18h-13m-04s,60.0,15.0,3.0,42.0,120.0
2025-06-18--18h-13m-04s,64.0,17.0,1.0,38.0,120.0
2025-06-18--18h-13m-04s,60.0,10.0,0.0,50.0,120.0
2025-06-18--18h-13m-04s,53.0,13.0,0.0,54.0,120.0
2025-06-18--18h-13m-04s,53.0,16.0,1.0,50.0,120.0
2025-06-18--18h-13m-04s,48.0,23.0,2.0,47.0,120.0
2025-06-18--18h-13m-04s,61.0,15.0,3.0,41.0,120.0
2025-06-18--18h-13m-04s,59.0,21.0,1.0,39.0,120.0
2025-06-18--18h-13m-04s,58.0,16.0,1.0,45.0,120.0
2025-06-18--18h-13m-04s,46.0,20.0,1.0,53.0,120.0
2025-06-18--18h-13m-04s,60.0,15.0,1.0,44.0,120.0
2025-06-18--18h-13m-04s,67.0,10.0,0.0,43.0,120.0
2025-06-18--18h-13m-04s,67.0,15.0,0.0,38.0,120.0
2025-06-18--18h-13m-04s,62.0,13.0,0.0,45.0,120.0
2025-06-18--18h-13m-04s,68.0,15.0,0.0,37.0,120.0
2025-06-18--18h-13m-04s,67.0,16.0,0.0,37.0,120.0
2025-06-18--18h-13m-04s,50.0,18.0,1.0,51.0,120.0
2025-06-18--18h-13m-04s,59.0,14.0,1.0,46.0,120.0
2025-06-18--18h-13m-04s,54.0,18.0,2.0,46.0,120.0
2025-06-18--18h-13m-04s,66.0,21.0,3.0,30.0,120.0
2025-06-18--18h-13m-04s,56.0,17.0,1.0,46.0,120.0
2025-06-18--18h-13m-04s,57.0,10.0,2.0,51.0,120.0
2025-06-18--18h-13m-04s,57.0,24.0,1.0,38.0,120.0
2025-06-18--18h-13m-04s,54.0,20.0,2.0,44.0,120.0
2025-06-18--18h-13m-04s,61.0,18.0,0.0,41.0,120.0
2025-06-18--18h-13m-04s,57.0,10.0,0.0,53.0,120.0
2025-06-18--18h-13m-04s,70.0,16.0,1.0,33.0,120.0
2025-06-18--18h-13m-04s,66.0,11.0,1.0,42.0,120.0
2025-06-18--18h-13m-04s,65.0,11.0,4.0,40.0,120.0
2025-06-18--18h-13m-04s,63.0,10.0,2.0,45.0,120.0
2025-06-18--18h-13m-04s,62.0,10.0,1.0,47.0,120.0
2025-06-18--18h-13m-04s,68.0,12.0,2.0,38.0,120.0
2025-06-18--18h-13m-04s,51.0,14.0,1.0,54.0,120.0
2025-06-18--18h-13m-04s,63.0,12.0,1.0,44.0,120.0
2025-06-18--18h-13m-04s,62.0,14.0,2.0,42.0,120.0
2025-06-18--18h-13m-04s,59.0,16.0,4.0,41.0,120.0
2025-06-18--18h-13m-04s,64.0,16.0,0.0,40.0,120.0
2025-06-18--18h-13m-04s,60.0,13.0,2.0,45.0,120.0
2025-06-18--18h-13m-04s,61.0,18.0,1.0,40.0,120.0
2025-06-18--18h-13m-04s,50.0,12.0,0.0,58.0,120.0
2025-06-18--18h-13m-04s,58.0,20.0,0.0,42.0,120.0
2025-06-18--18h-13m-04s,67.0,15.0,2.0,36.0,120.0
2025-06-18--18h-13m-04s,59.0,9.0,1.0,51.0,120.0
2025-06-18--18h-13m-04s,58.0,14.0,2.0,46.0,120.0
2025-06-18--18h-13m-04s,52.0,15.0,1.0,52.0,120.0
2025-06-18--18h-13m-04s,57.0,17.0,1.0,45.0,120.0
2025-06-18--18h-13m-04s,67.0,15.0,2.0,36.0,120.0
2025-06-18--18h-13m-04s,66.0,13.0,3.0,38.0,120.0
2025-06-18--18h-13m-04s,57.0,18.0,3.0,42.0,120.0
2025-06-18--18h-13m-04s,71.0,13.0,0.0,36.0,120.0
2025-06-18--18h-13m-04s,63.0,15.0,2.0,40.0,120.0
2025-06-18--18h-13m-04s,53.0,14.0,1.0,52.0,120.0
2025-06-18--18h-13m-04s,53.0,18.0,0.0,49.0,120.0
2025-06-18--18h-13m-04s,54.0,22.0,3.0,41.0,120.0
2025-06-18--18h-13m-04s,60.0,24.0,2.0,34.0,120.0
2025-06-18--18h-13m-04s,61.0,15.0,1.0,43.0,120.0
2025-06-18--18h-13m-04s,62.0,14.0,0.0,44.0,120.0
2025-06-18--18h-13m-04s,57.0,12.0,0.0,51.0,120.0
2025-06-18--18h-13m-04s,51.0,9.0,1.0,59.0,120.0
2025-06-18--18h-13m-04s,54.0,16.0,1.0,49.0,120.0
2025-06-18--18h-13m-04s,54.0,15.0,2.0,49.0,120.0
2025-06-18--18h-13m-04s,68.0,14.0,0.0,38.0,120.0
2025-06-18--18h-13m-04s,56.0,14.0,1.0,49.0,120.0
2025-06-18--18h-13m-04s,61.0,12.0,2.0,45.0,120.0
2025-06-18--18h-13m-04s,57.0,9.0,2.0,52.0,120.0
2025-06-18--18h-13m-04s,70.0,20.0,0.0,30.0,120.0
2025-06-18--18h-13m-04s,69.0,13.0,0.0,38.0,120.0
2025-06-18--18h-13m-04s,55.0,15.0,2.0,48.0,120.0
2025-06-18--18h-13m-04s,55.0,15.0,0.0,50.0,120.0
2025-06-18--18h-13m-04s,56.0,15.0,1.0,48.0,120.0
2025-06-18--18h-13m-04s,56.0,13.0,0.0,51.0,120.0
2025-06-18--18h-13m-04s,53.0,13.0,0.0,54.0,120.0
2025-06-18--18h-13m-04s,68.0,9.0,0.0,43.0,120.0
2025-06-18--18h-13m-04s,52.0,14.0,3.0,51.0,120.0
2025-06-18--18h-13m-04s,61.0,8.0,1.0,50.0,120.0
2025-06-18--18h-13m-04s,61.0,9.0,1.0,49.0,120.0
2025-06-18--18h-13m-04s,57.0,21.0,1.0,41.0,120.0
2025-06-18--18h-13m-04s,57.0,18.0,2.0,43.0,120.0
2025-06-18--18h-13m-04s,67.0,16.0,0.0,37.0,120.0
2025-06-18--18h-13m-04s,54.0,12.0,2.0,52.0,120.0
2025-06-18--18h-13m-04s,58.0,9.0,0.0,53.0,120.0
